user_id,total_messages_used,total_minutes,total_mb_used
1184,4165972.0,5058230.0,4663576.469999986
1186,4166089.0,5763011.0,4955058.769999984
1188,4206041.0,5797515.0,5029189.139999978
1190,4206188.0,5798887.0,5043380.569999978
1191,4243628.0,5997607.0,5161321.479999972
1196,4426404.0,6497159.0,5427065.539999971
1199,4520121.0,6589007.0,5514387.999999967
1211,4614417.0,6676903.0,5738093.099999957
1213,4619025.0,6681319.0,5758060.839999956
1214,4736385.0,7127287.0,5965981.319999953
1224,4788825.0,7158523.0,6047515.269999956
1229,4793325.0,7293079.0,6172546.299999957
1230,4798239.0,7295809.0,6194184.169999958
1231,4806786.0,7498088.0,6311260.669999959
1234,4808959.0,7501163.0,6320559.969999959
1236,4921199.0,7801083.0,6471192.749999955
1237,4941639.0,7858899.0,6518487.009999955
1246,5009679.0,8192295.0,6676821.329999952
1247,5129079.0,8277069.0,6777098.579999955
1249,5186590.0,8425904.0,6864754.669999959
1250,5197243.0,8437511.0,6893679.739999959
1253,5213895.0,8450543.0,6953098.6799999615
1255,5253678.0,8513272.0,7001839.389999963
1264,5450178.0,8676367.0,7126602.659999966
1270,5470223.0,8716668.0,7197658.279999964
1273,5489098.0,8734418.0,7240084.439999961
1274,5490016.0,8736848.0,7257430.5199999595
1279,5498332.0,8760212.0,7299441.329999961
1283,5513180.0,8792824.0,7377785.719999958
1289,5523440.0,8813002.0,7409142.779999959
1296,5529515.0,8828392.0,7454808.269999958
1301,5552267.0,8848552.0,7498768.779999957
1303,5560111.0,8849506.0,7523811.4399999585
1304,5576617.0,8867524.0,7570533.9799999595
1314,5580697.0,8945585.0,7706763.129999954
1329,5668831.0,9116885.0,7838999.079999955
1330,5678623.0,9124437.0,7862007.729999956
1333,5679057.0,9128963.0,7885182.989999953
1346,5904117.0,9321595.0,8037693.07999996
1347,6015345.0,9418471.0,8135445.909999964
1351,6021546.0,9426103.0,8189113.619999965
1352,6047294.0,9488423.0,8247695.219999967
1354,6080619.0,9559158.0,8318846.479999962
1363,6107691.0,9589990.0,8381028.299999961
1370,6122757.0,9889177.0,8566136.809999947
1373,6172289.0,9967129.0,8671924.149999948
1376,6175105.0,9983769.0,8707952.98999995
1380,6221095.0,10045308.0,8785138.619999947
1382,6275863.0,10210590.0,8865137.089999944
1383,6295974.0,10245066.0,8921742.179999953
1384,6542784.0,10347687.0,9066014.819999946
1388,6546606.0,10349520.0,9079277.609999947
1391,6570080.0,10870825.0,9417815.099999925
1395,6571055.0,10872151.0,9428959.369999932
1401,6596219.0,10913947.0,9465200.649999935
1405,6755497.0,11106613.0,9817517.429999942
1407,6758357.0,11108648.0,9836976.179999951
1409,6771293.0,11131832.0,9889878.469999952
1412,6841181.0,11328392.0,9994416.639999952
1417,6856435.0,11483562.0,10125908.749999953
1420,6859699.0,11545578.0,10213174.50999997
1422,6866299.0,11558778.0,10249694.309999967
1424,6877427.0,11570762.0,10284006.589999966
1432,6881180.0,11665975.0,10442356.049999967
1433,6952580.0,11714935.0,10530043.619999975
1435,7048396.0,11737671.0,10636649.999999963
1441,7051300.0,11825206.0,10745849.429999964
1442,7054485.0,11827166.0,10760297.689999972
1445,7074645.0,11912126.0,10840050.069999961
1450,7078827.0,11916920.0,10857542.309999967
1451,7122192.0,11976215.0,10916601.999999968
1453,7131738.0,11984207.0,10950739.009999976
1454,7222476.0,12019991.0,11061801.669999965
1456,7282380.0,12138519.0,11144320.349999985
1458,7332492.0,12173367.0,11236407.759999977
1460,7471821.0,12360658.0,11503169.369999968
1462,7493037.0,12376258.0,11534099.949999973
1465,7555699.0,12586208.0,11637675.11999998
1467,7796773.0,12823196.0,11789844.78999997
1475,7906393.0,12889316.0,11880739.829999974
1476,7948693.0,12957560.0,11943094.199999975
1477,7949185.0,12974288.0,11998705.129999975
1478,7964725.0,13041628.0,12081395.769999966
1482,7971305.0,13050028.0,12102201.899999974
1487,7974539.0,13052772.0,12116194.289999971
1497,7976089.0,13249462.0,12394583.779999966
