user_id,total_messages_used,total_minutes,total_mb_used
1245,5867879.0,14487658.0,13311973.439999893
1248,5874935.0,14497864.0,13331173.36999989
1251,6015985.0,14830014.0,13564859.579999894
1252,6076721.0,14957034.0,13658978.019999892
1254,6223721.0,15050274.0,13756112.07999989
1256,6241860.0,15102634.0,13810832.899999892
1257,6342030.0,15359737.0,13928476.46999987
1258,6441196.0,15379427.0,14046143.759999856
1259,6454440.0,15387699.0,14069813.999999857
1260,6458920.0,15391059.0,14089580.779999858
1261,6753678.0,15812979.0,14280911.649999853
1262,6756414.0,15814899.0,14296925.849999856
1263,6771114.0,16182399.0,14458534.41999985
1266,6771858.0,16188199.0,14502397.599999841
1267,6790212.0,16217193.0,14541409.88999984
1268,6972612.0,16636713.0,14853928.529999841
1271,6975766.0,16639677.0,14871891.279999841
1272,6985004.0,16654279.0,14915419.789999835
1276,6998760.0,16687583.0,14972537.229999833
1278,7005312.0,17183429.0,15197922.239999823
1280,7099552.0,17313939.0,15294907.90999981
1281,7134056.0,17380211.0,15341248.089999814
1285,7139263.0,17470122.0,15459916.6899998
1286,7139703.0,17473510.0,15471267.979999801
1287,7161751.0,17485366.0,15501336.8299998
1290,7163959.0,17503358.0,15556286.729999792
1291,7201849.0,17776166.0,15692949.659999806
1293,7334473.0,17996470.0,16081429.279999813
1294,7359241.0,18013750.0,16132561.569999808
1295,7386781.0,18100960.0,16221590.979999803
1298,7390695.0,18106012.0,16259681.559999805
1299,7430925.0,18378682.0,16407715.429999802
1302,7469241.0,18442176.0,16526097.399999816
1305,7479329.0,18651696.0,16647022.309999827
1308,7484369.0,18657915.0,16675573.399999827
1309,7488359.0,18662703.0,16692047.099999825
1312,7646471.0,18945178.0,16909188.009999853
1313,7749959.0,19130986.0,17021315.22999986
1315,7751751.0,19133418.0,17034726.71999985
1316,7873424.0,19197486.0,17176260.089999847
1318,7896769.0,19228139.0,17239235.099999856
1320,8076247.0,19593179.0,17402391.069999848
1323,8076250.0,19804577.0,17599941.869999852
1324,8439325.0,20206277.0,17762302.469999846
1326,8497933.0,20313809.0,17867808.589999836
1327,8522368.0,20367204.0,17961920.039999843
1328,9042694.0,20743206.0,18177631.88999983
1331,9165014.0,20808536.0,18262122.40999983
1332,9168444.0,20882281.0,18373599.219999816
1334,9211214.0,21257341.0,18530200.8799998
1335,9371444.0,21354606.0,18655891.159999806
1336,9723344.0,21816156.0,18816172.179999843
1337,9734124.0,21830268.0,18846450.01999985
1339,9769996.0,21933276.0,18956953.189999823
1340,9771246.0,21934951.0,18960809.74999982
1341,9804888.0,21982477.0,19018473.22999982
1342,9805196.0,21985337.0,19029471.619999815
1343,9894428.0,22030460.0,19114254.459999833
1344,9894666.0,22030562.0,19118308.46999983
1345,9897762.0,22046558.0,19145241.039999828
1348,9917216.0,22081219.0,19186820.959999822
1350,9935861.0,22091251.0,19258593.639999837
1355,9976751.0,22269296.0,19424475.79999986
1356,10001055.0,22290128.0,19490219.599999856
1357,10031322.0,22348097.0,19544662.319999844
1358,10042872.0,22519807.0,19672695.54999984
1361,10147416.0,23051125.0,20120075.879999824
1362,10473336.0,23594810.0,20285691.649999823
1364,10494220.0,23652241.0,20359413.18999982
1365,10515780.0,23728240.0,20402881.48999983
1366,10533705.0,23827425.0,20487216.71999986
1369,10549209.0,23871793.0,20633936.78999983
1371,10560129.0,23888303.0,20676715.819999836
1372,10563801.0,23892179.0,20695612.42999983
1374,10837401.0,24071729.0,20941146.829999823
1375,10841289.0,24073457.0,20954770.51999982
1377,10847787.0,24201251.0,21074081.869999815
1379,10873351.0,24231131.0,21162785.759999827
1381,10975063.0,24265687.0,21244913.619999804
1385,11127663.0,24531647.0,21391401.339999788
1386,11131623.0,24540359.0,21419769.489999782
1387,11157063.0,24643709.0,21517693.869999792
1392,11276631.0,24733949.0,21634637.959999803
1393,11280031.0,24746199.0,21658853.089999802
1394,11294191.0,24778059.0,21711753.719999805
1396,11311780.0,24802512.0,21783950.029999796
1398,11322628.0,25181583.0,21968624.729999818
1399,11399747.0,25318577.0,22122969.15999981
1404,11410727.0,25770403.0,22433905.139999826
1408,11625656.0,26416327.0,22776951.939999837
1410,11631465.0,26450239.0,22831283.93999985
1413,11632995.0,26506976.0,22900736.159999836
1414,11712195.0,26594976.0,23008937.169999845
1416,11737367.0,26784344.0,23197037.809999853
1419,11753691.0,26843242.0,23376294.20999982
1421,11769891.0,26857012.0,23419842.679999813
1423,11770775.0,26858338.0,23431568.39999981
1425,11782143.0,26881466.0,23499648.259999815
1428,11790522.0,26908066.0,23539764.2799998
1429,11790709.0,26908297.0,23546534.289999794
1430,11792021.0,26911290.0,23568490.139999803
1431,11803829.0,26940810.0,23616854.019999802
1434,12019765.0,27233354.0,23756405.519999802
1438,12052273.0,27285964.0,23855051.299999796
1439,12271393.0,27432044.0,23984323.1899998
1440,12376657.0,27676628.0,24117217.299999774
1443,12379513.0,27692336.0,24157457.07999978
1444,12456778.0,27727181.0,24252515.349999767
1446,12473346.0,27769909.0,24327881.409999758
1447,12499242.0,27798793.0,24411607.239999752
1448,12514803.0,27809206.0,24444874.209999755
1452,12514807.0,27821197.0,24504007.259999745
1455,12516578.0,27823014.0,24513664.46999974
1457,12516766.0,27823719.0,24526813.399999745
1464,12520536.0,27855436.0,24601872.57999974
1466,12630616.0,27929740.0,24712960.43999974
1468,12657786.0,27972490.0,24773511.729999743
1469,12661176.0,27977010.0,24809621.74999974
1471,12663482.0,27978170.0,24821137.389999744
1472,12737829.0,28145827.0,24918308.27999973
1474,12774630.0,28187848.0,25003078.259999692
1479,12774654.0,28193344.0,25016980.9199997
1480,12775674.0,28194744.0,25025786.429999694
1481,12775686.0,28194768.0,25027052.209999695
1483,12791406.0,28329960.0,25115025.579999715
1484,12792750.0,28330696.0,25122320.099999715
1485,12794118.0,28333717.0,25141804.829999704
1486,12794658.0,28336147.0,25162117.65999971
1489,12857698.0,28615963.0,25388881.14999967
1491,12939089.0,28707901.0,25451931.81999967
1492,12951509.0,28726761.0,25492755.779999692
1494,13000925.0,28846041.0,25584144.969999682
1496,13015550.0,28963286.0,25747304.569999684
