user_id,plan,session_date,mb_used,total_messages_used,total_minutes
1008,ultimate,2018-10-11,0.0,84.0,219.0
1008,ultimate,2018-10-11,0.0,84.0,219.0
1008,ultimate,2018-10-11,125.67,84.0,219.0
1008,ultimate,2018-10-12,334.43,84.0,219.0
1008,ultimate,2018-10-12,0.0,84.0,219.0
1008,ultimate,2018-10-13,498.7,84.0,219.0
1008,ultimate,2018-10-13,150.09,84.0,219.0
1008,ultimate,2018-10-13,461.92,84.0,219.0
1008,ultimate,2018-10-15,297.43,84.0,219.0
1008,ultimate,2018-10-15,565.59,84.0,219.0
1008,ultimate,2018-10-15,35.11,84.0,219.0
1008,ultimate,2018-10-16,74.94,84.0,219.0
1008,ultimate,2018-10-16,50.7,84.0,219.0
1008,ultimate,2018-10-17,196.98,84.0,219.0
1008,ultimate,2018-10-17,917.13,84.0,219.0
1008,ultimate,2018-10-17,101.18,84.0,219.0
1008,ultimate,2018-10-18,422.64,84.0,219.0
1008,ultimate,2018-10-18,701.95,84.0,219.0
1008,ultimate,2018-10-19,430.17,84.0,219.0
1008,ultimate,2018-10-19,429.88,84.0,219.0
1008,ultimate,2018-10-19,0.0,84.0,219.0
1008,ultimate,2018-10-19,678.44,84.0,219.0
1008,ultimate,2018-10-20,830.42,84.0,219.0
1008,ultimate,2018-10-20,0.0,84.0,219.0
1008,ultimate,2018-10-21,443.92,84.0,219.0
1008,ultimate,2018-10-22,758.55,84.0,219.0
1008,ultimate,2018-10-22,148.64,84.0,219.0
1008,ultimate,2018-10-22,485.8,84.0,219.0
1008,ultimate,2018-10-22,189.01,84.0,219.0
1008,ultimate,2018-10-22,0.0,84.0,219.0
1008,ultimate,2018-10-23,379.3,84.0,219.0
1008,ultimate,2018-10-23,164.2,84.0,219.0
1008,ultimate,2018-10-23,230.27,84.0,219.0
1008,ultimate,2018-10-24,72.37,84.0,219.0
1008,ultimate,2018-10-24,178.57,84.0,219.0
1008,ultimate,2018-10-24,741.31,84.0,219.0
1008,ultimate,2018-10-25,0.0,84.0,219.0
1008,ultimate,2018-10-25,181.86,84.0,219.0
1008,ultimate,2018-10-26,446.76,84.0,219.0
1008,ultimate,2018-10-28,0.0,84.0,219.0
1008,ultimate,2018-10-28,635.4,84.0,219.0
1008,ultimate,2018-10-30,463.59,84.0,219.0
1008,ultimate,2018-10-31,280.63,84.0,219.0
1008,ultimate,2018-10-31,137.14,84.0,219.0
1008,ultimate,2018-10-31,415.74,84.0,219.0
1008,ultimate,2018-11-01,721.25,84.0,219.0
1008,ultimate,2018-11-01,118.96,84.0,219.0
1008,ultimate,2018-11-02,0.0,84.0,219.0
1008,ultimate,2018-11-02,265.25,84.0,219.0
1008,ultimate,2018-11-02,894.44,84.0,219.0
1008,ultimate,2018-11-02,597.33,84.0,219.0
1008,ultimate,2018-11-02,173.37,84.0,219.0
1008,ultimate,2018-11-03,228.1,84.0,219.0
1008,ultimate,2018-11-03,309.07,84.0,219.0
1008,ultimate,2018-11-03,206.8,84.0,219.0
1008,ultimate,2018-11-04,519.68,84.0,219.0
1008,ultimate,2018-11-04,501.71,84.0,219.0
1008,ultimate,2018-11-04,522.07,84.0,219.0
1008,ultimate,2018-11-05,36.16,84.0,219.0
1008,ultimate,2018-11-05,562.51,84.0,219.0
1008,ultimate,2018-11-06,265.47,84.0,219.0
1008,ultimate,2018-11-07,0.0,84.0,219.0
1008,ultimate,2018-11-07,0.0,84.0,219.0
1008,ultimate,2018-11-08,513.15,84.0,219.0
1008,ultimate,2018-11-09,380.5,84.0,219.0
1008,ultimate,2018-11-09,615.24,84.0,219.0
1008,ultimate,2018-11-09,137.85,84.0,219.0
1008,ultimate,2018-11-10,169.49,84.0,219.0
1008,ultimate,2018-11-10,636.13,84.0,219.0
1008,ultimate,2018-11-10,0.0,84.0,219.0
1008,ultimate,2018-11-10,0.0,84.0,219.0
1008,ultimate,2018-11-10,473.96,84.0,219.0
1008,ultimate,2018-11-10,977.61,84.0,219.0
1008,ultimate,2018-11-11,0.0,84.0,219.0
1008,ultimate,2018-11-12,442.46,84.0,219.0
1008,ultimate,2018-11-12,0.0,84.0,219.0
1008,ultimate,2018-11-12,751.35,84.0,219.0
1008,ultimate,2018-11-12,159.32,84.0,219.0
1008,ultimate,2018-11-13,0.0,84.0,219.0
1008,ultimate,2018-11-14,335.45,84.0,219.0
1008,ultimate,2018-11-15,680.52,84.0,219.0
1008,ultimate,2018-11-16,247.14,84.0,219.0
1008,ultimate,2018-11-16,346.3,84.0,219.0
1008,ultimate,2018-11-17,0.0,84.0,219.0
1008,ultimate,2018-11-17,394.03,84.0,219.0
1008,ultimate,2018-11-17,537.65,84.0,219.0
1008,ultimate,2018-11-18,300.62,84.0,219.0
1008,ultimate,2018-11-19,170.64,84.0,219.0
1008,ultimate,2018-11-20,0.0,84.0,219.0
1008,ultimate,2018-11-20,609.92,84.0,219.0
1008,ultimate,2018-11-21,276.49,84.0,219.0
1008,ultimate,2018-11-21,0.0,84.0,219.0
1008,ultimate,2018-11-22,288.73,84.0,219.0
1008,ultimate,2018-11-22,0.0,84.0,219.0
1008,ultimate,2018-11-22,645.98,84.0,219.0
1008,ultimate,2018-11-23,337.22,84.0,219.0
1008,ultimate,2018-11-23,528.61,84.0,219.0
1008,ultimate,2018-11-24,0.0,84.0,219.0
1008,ultimate,2018-11-24,793.99,84.0,219.0
1008,ultimate,2018-11-25,0.0,84.0,219.0
1008,ultimate,2018-11-25,480.65,84.0,219.0
1008,ultimate,2018-11-25,0.0,84.0,219.0
1008,ultimate,2018-11-26,478.03,84.0,219.0
1008,ultimate,2018-11-26,382.48,84.0,219.0
1008,ultimate,2018-11-26,478.29,84.0,219.0
1008,ultimate,2018-11-26,615.0,84.0,219.0
1008,ultimate,2018-11-26,9.47,84.0,219.0
1008,ultimate,2018-11-27,1061.33,84.0,219.0
1008,ultimate,2018-11-28,0.0,84.0,219.0
1008,ultimate,2018-11-29,985.03,84.0,219.0
1008,ultimate,2018-11-29,362.7,84.0,219.0
1008,ultimate,2018-11-29,0.0,84.0,219.0
1008,ultimate,2018-11-29,113.8,84.0,219.0
1008,ultimate,2018-11-29,69.79,84.0,219.0
1008,ultimate,2018-11-29,195.14,84.0,219.0
1008,ultimate,2018-11-30,72.3,84.0,219.0
1008,ultimate,2018-11-30,700.19,84.0,219.0
1008,ultimate,2018-12-01,146.28,84.0,219.0
1008,ultimate,2018-12-03,300.28,84.0,219.0
1008,ultimate,2018-12-03,943.56,84.0,219.0
1008,ultimate,2018-12-04,266.96,84.0,219.0
1008,ultimate,2018-12-05,388.59,84.0,219.0
1008,ultimate,2018-12-06,586.94,84.0,219.0
1008,ultimate,2018-12-08,655.43,84.0,219.0
1008,ultimate,2018-12-10,104.09,84.0,219.0
1008,ultimate,2018-12-11,713.58,84.0,219.0
1008,ultimate,2018-12-11,0.0,84.0,219.0
1008,ultimate,2018-12-12,0.0,84.0,219.0
1008,ultimate,2018-12-13,184.27,84.0,219.0
1008,ultimate,2018-12-14,273.76,84.0,219.0
1008,ultimate,2018-12-14,452.26,84.0,219.0
1008,ultimate,2018-12-15,83.24,84.0,219.0
1008,ultimate,2018-12-17,0.0,84.0,219.0
1008,ultimate,2018-12-17,162.0,84.0,219.0
1008,ultimate,2018-12-17,204.4,84.0,219.0
1008,ultimate,2018-12-18,227.37,84.0,219.0
1008,ultimate,2018-12-18,0.0,84.0,219.0
1008,ultimate,2018-12-19,143.86,84.0,219.0
1008,ultimate,2018-12-20,290.82,84.0,219.0
1008,ultimate,2018-12-21,0.0,84.0,219.0
1008,ultimate,2018-12-22,0.0,84.0,219.0
1008,ultimate,2018-12-22,245.32,84.0,219.0
1008,ultimate,2018-12-23,194.68,84.0,219.0
1008,ultimate,2018-12-23,174.64,84.0,219.0
1008,ultimate,2018-12-24,857.1,84.0,219.0
1008,ultimate,2018-12-24,418.44,84.0,219.0
1008,ultimate,2018-12-25,290.78,84.0,219.0
1008,ultimate,2018-12-25,382.73,84.0,219.0
1008,ultimate,2018-12-25,500.76,84.0,219.0
1008,ultimate,2018-12-25,73.94,84.0,219.0
1008,ultimate,2018-12-27,240.99,84.0,219.0
1008,ultimate,2018-12-27,189.93,84.0,219.0
1008,ultimate,2018-12-27,1111.83,84.0,219.0
1008,ultimate,2018-12-27,0.0,84.0,219.0
1008,ultimate,2018-12-28,477.47,84.0,219.0
1008,ultimate,2018-12-28,266.21,84.0,219.0
1008,ultimate,2018-12-28,474.43,84.0,219.0
1008,ultimate,2018-12-29,351.12,84.0,219.0
1008,ultimate,2018-12-29,351.1,84.0,219.0
1008,ultimate,2018-12-29,361.97,84.0,219.0
1008,ultimate,2018-12-30,0.0,84.0,219.0
1008,ultimate,2018-12-30,525.59,84.0,219.0
1008,ultimate,2018-12-31,305.1,84.0,219.0
1008,ultimate,2018-12-31,767.51,84.0,219.0
1011,ultimate,2018-06-20,0.0,371.0,413.0
1011,ultimate,2018-06-20,0.0,371.0,413.0
1011,ultimate,2018-06-20,278.02,371.0,413.0
1011,ultimate,2018-06-20,35.67,371.0,413.0
1011,ultimate,2018-06-21,215.76,371.0,413.0
1011,ultimate,2018-06-22,443.12,371.0,413.0
1011,ultimate,2018-06-23,0.0,371.0,413.0
1011,ultimate,2018-06-23,428.84,371.0,413.0
1011,ultimate,2018-06-24,274.99,371.0,413.0
1011,ultimate,2018-06-24,722.62,371.0,413.0
1011,ultimate,2018-06-24,92.39,371.0,413.0
1011,ultimate,2018-06-24,417.06,371.0,413.0
1011,ultimate,2018-06-25,746.83,371.0,413.0
1011,ultimate,2018-06-25,0.0,371.0,413.0
1011,ultimate,2018-06-25,346.2,371.0,413.0
1011,ultimate,2018-06-26,0.0,371.0,413.0
1011,ultimate,2018-06-26,554.77,371.0,413.0
1011,ultimate,2018-06-27,380.76,371.0,413.0
1011,ultimate,2018-06-28,302.18,371.0,413.0
1011,ultimate,2018-06-28,330.66,371.0,413.0
1011,ultimate,2018-06-28,268.2,371.0,413.0
1011,ultimate,2018-06-28,195.02,371.0,413.0
1011,ultimate,2018-06-28,77.98,371.0,413.0
1011,ultimate,2018-06-30,574.04,371.0,413.0
1011,ultimate,2018-06-30,0.0,371.0,413.0
1011,ultimate,2018-07-01,280.28,371.0,413.0
1011,ultimate,2018-07-01,598.57,371.0,413.0
1011,ultimate,2018-07-01,164.96,371.0,413.0
1011,ultimate,2018-07-01,242.21,371.0,413.0
1011,ultimate,2018-07-02,286.29,371.0,413.0
1011,ultimate,2018-07-02,623.22,371.0,413.0
1011,ultimate,2018-07-02,781.35,371.0,413.0
1011,ultimate,2018-07-02,298.62,371.0,413.0
1011,ultimate,2018-07-03,741.31,371.0,413.0
1011,ultimate,2018-07-03,0.0,371.0,413.0
1011,ultimate,2018-07-03,336.12,371.0,413.0
1011,ultimate,2018-07-03,244.05,371.0,413.0
1011,ultimate,2018-07-04,482.25,371.0,413.0
1011,ultimate,2018-07-05,326.74,371.0,413.0
1011,ultimate,2018-07-05,441.32,371.0,413.0
1011,ultimate,2018-07-06,0.0,371.0,413.0
1011,ultimate,2018-07-06,381.59,371.0,413.0
1011,ultimate,2018-07-07,32.77,371.0,413.0
1011,ultimate,2018-07-08,777.15,371.0,413.0
1011,ultimate,2018-07-08,189.0,371.0,413.0
1011,ultimate,2018-07-08,77.12,371.0,413.0
1011,ultimate,2018-07-08,279.82,371.0,413.0
1011,ultimate,2018-07-09,726.93,371.0,413.0
1011,ultimate,2018-07-09,423.77,371.0,413.0
1011,ultimate,2018-07-10,416.68,371.0,413.0
1011,ultimate,2018-07-11,189.29,371.0,413.0
1011,ultimate,2018-07-11,399.96,371.0,413.0
1011,ultimate,2018-07-12,0.0,371.0,413.0
1011,ultimate,2018-07-12,0.0,371.0,413.0
1011,ultimate,2018-07-13,136.79,371.0,413.0
1011,ultimate,2018-07-13,143.18,371.0,413.0
1011,ultimate,2018-07-13,213.66,371.0,413.0
1011,ultimate,2018-07-14,0.0,371.0,413.0
1011,ultimate,2018-07-14,507.03,371.0,413.0
1011,ultimate,2018-07-14,354.86,371.0,413.0
1011,ultimate,2018-07-15,219.06,371.0,413.0
1011,ultimate,2018-07-15,0.0,371.0,413.0
1011,ultimate,2018-07-15,0.0,371.0,413.0
1011,ultimate,2018-07-16,176.24,371.0,413.0
1011,ultimate,2018-07-17,114.31,371.0,413.0
1011,ultimate,2018-07-17,0.0,371.0,413.0
1011,ultimate,2018-07-18,494.89,371.0,413.0
1011,ultimate,2018-07-18,471.86,371.0,413.0
1011,ultimate,2018-07-19,215.96,371.0,413.0
1011,ultimate,2018-07-19,415.51,371.0,413.0
1011,ultimate,2018-07-20,622.77,371.0,413.0
1011,ultimate,2018-07-20,297.79,371.0,413.0
1011,ultimate,2018-07-20,152.11,371.0,413.0
1011,ultimate,2018-07-21,301.85,371.0,413.0
1011,ultimate,2018-07-22,945.68,371.0,413.0
1011,ultimate,2018-07-22,143.1,371.0,413.0
1011,ultimate,2018-07-22,526.69,371.0,413.0
1011,ultimate,2018-07-22,0.0,371.0,413.0
1011,ultimate,2018-07-23,714.4,371.0,413.0
1011,ultimate,2018-07-23,238.79,371.0,413.0
1011,ultimate,2018-07-23,116.18,371.0,413.0
1011,ultimate,2018-07-23,145.36,371.0,413.0
1011,ultimate,2018-07-24,560.4,371.0,413.0
1011,ultimate,2018-07-24,106.52,371.0,413.0
1011,ultimate,2018-07-26,0.0,371.0,413.0
1011,ultimate,2018-07-27,643.07,371.0,413.0
1011,ultimate,2018-07-28,505.16,371.0,413.0
1011,ultimate,2018-07-28,349.45,371.0,413.0
1011,ultimate,2018-07-29,594.11,371.0,413.0
1011,ultimate,2018-07-29,30.7,371.0,413.0
1011,ultimate,2018-07-30,0.0,371.0,413.0
1011,ultimate,2018-07-30,297.93,371.0,413.0
1011,ultimate,2018-07-30,520.62,371.0,413.0
1011,ultimate,2018-07-30,0.0,371.0,413.0
1011,ultimate,2018-07-31,29.01,371.0,413.0
1011,ultimate,2018-08-01,438.5,371.0,413.0
1011,ultimate,2018-08-01,111.27,371.0,413.0
1011,ultimate,2018-08-01,693.95,371.0,413.0
1011,ultimate,2018-08-01,62.48,371.0,413.0
1011,ultimate,2018-08-02,411.97,371.0,413.0
1011,ultimate,2018-08-03,326.0,371.0,413.0
1011,ultimate,2018-08-04,259.33,371.0,413.0
1011,ultimate,2018-08-05,0.0,371.0,413.0
1011,ultimate,2018-08-05,106.71,371.0,413.0
1011,ultimate,2018-08-06,584.32,371.0,413.0
1011,ultimate,2018-08-07,520.52,371.0,413.0
1011,ultimate,2018-08-08,23.98,371.0,413.0
1011,ultimate,2018-08-08,98.52,371.0,413.0
1011,ultimate,2018-08-08,493.5,371.0,413.0
1011,ultimate,2018-08-11,361.74,371.0,413.0
1011,ultimate,2018-08-11,891.56,371.0,413.0
1011,ultimate,2018-08-12,89.38,371.0,413.0
1011,ultimate,2018-08-12,0.0,371.0,413.0
1011,ultimate,2018-08-12,759.35,371.0,413.0
1011,ultimate,2018-08-15,350.93,371.0,413.0
1011,ultimate,2018-08-15,147.17,371.0,413.0
1011,ultimate,2018-08-15,886.93,371.0,413.0
1011,ultimate,2018-08-15,371.63,371.0,413.0
1011,ultimate,2018-08-16,106.41,371.0,413.0
1011,ultimate,2018-08-16,70.01,371.0,413.0
1011,ultimate,2018-08-16,427.93,371.0,413.0
1011,ultimate,2018-08-16,489.22,371.0,413.0
1011,ultimate,2018-08-16,0.0,371.0,413.0
1011,ultimate,2018-08-16,291.32,371.0,413.0
1011,ultimate,2018-08-17,251.78,371.0,413.0
1011,ultimate,2018-08-18,22.31,371.0,413.0
1011,ultimate,2018-08-18,441.85,371.0,413.0
1011,ultimate,2018-08-18,600.3,371.0,413.0
1011,ultimate,2018-08-18,399.78,371.0,413.0
1011,ultimate,2018-08-19,698.42,371.0,413.0
1011,ultimate,2018-08-19,260.63,371.0,413.0
1011,ultimate,2018-08-19,0.0,371.0,413.0
1011,ultimate,2018-08-21,338.45,371.0,413.0
1011,ultimate,2018-08-21,257.38,371.0,413.0
1011,ultimate,2018-08-22,448.46,371.0,413.0
1011,ultimate,2018-08-22,0.0,371.0,413.0
1011,ultimate,2018-08-22,827.99,371.0,413.0
1011,ultimate,2018-08-22,155.61,371.0,413.0
1011,ultimate,2018-08-23,498.26,371.0,413.0
1011,ultimate,2018-08-23,470.33,371.0,413.0
1011,ultimate,2018-08-23,243.29,371.0,413.0
1011,ultimate,2018-08-23,523.33,371.0,413.0
1011,ultimate,2018-08-24,67.75,371.0,413.0
1011,ultimate,2018-08-24,578.47,371.0,413.0
1011,ultimate,2018-08-25,426.46,371.0,413.0
1011,ultimate,2018-08-26,40.27,371.0,413.0
1011,ultimate,2018-08-27,349.7,371.0,413.0
1011,ultimate,2018-08-27,257.14,371.0,413.0
1011,ultimate,2018-08-27,142.79,371.0,413.0
1011,ultimate,2018-08-27,284.47,371.0,413.0
1011,ultimate,2018-08-27,343.12,371.0,413.0
1011,ultimate,2018-08-28,751.74,371.0,413.0
1011,ultimate,2018-08-29,107.87,371.0,413.0
1011,ultimate,2018-08-29,118.97,371.0,413.0
1011,ultimate,2018-08-30,415.31,371.0,413.0
1011,ultimate,2018-08-30,533.68,371.0,413.0
1011,ultimate,2018-08-30,799.42,371.0,413.0
1011,ultimate,2018-08-31,0.0,371.0,413.0
1011,ultimate,2018-08-31,69.41,371.0,413.0
1011,ultimate,2018-09-01,383.46,371.0,413.0
1011,ultimate,2018-09-01,458.21,371.0,413.0
1011,ultimate,2018-09-01,343.28,371.0,413.0
1011,ultimate,2018-09-02,678.66,371.0,413.0
1011,ultimate,2018-09-02,600.29,371.0,413.0
1011,ultimate,2018-09-03,319.66,371.0,413.0
1011,ultimate,2018-09-04,733.54,371.0,413.0
1011,ultimate,2018-09-04,88.91,371.0,413.0
1011,ultimate,2018-09-05,927.98,371.0,413.0
1011,ultimate,2018-09-05,477.06,371.0,413.0
1011,ultimate,2018-09-05,681.29,371.0,413.0
1011,ultimate,2018-09-05,423.22,371.0,413.0
1011,ultimate,2018-09-05,570.25,371.0,413.0
1011,ultimate,2018-09-05,0.0,371.0,413.0
1011,ultimate,2018-09-06,97.0,371.0,413.0
1011,ultimate,2018-09-06,0.0,371.0,413.0
1011,ultimate,2018-09-07,247.97,371.0,413.0
1011,ultimate,2018-09-08,573.49,371.0,413.0
1011,ultimate,2018-09-09,0.0,371.0,413.0
1011,ultimate,2018-09-09,0.0,371.0,413.0
1011,ultimate,2018-09-09,0.0,371.0,413.0
1011,ultimate,2018-09-10,0.0,371.0,413.0
1011,ultimate,2018-09-11,254.32,371.0,413.0
1011,ultimate,2018-09-11,199.79,371.0,413.0
1011,ultimate,2018-09-11,412.4,371.0,413.0
1011,ultimate,2018-09-12,24.17,371.0,413.0
1011,ultimate,2018-09-12,530.6,371.0,413.0
1011,ultimate,2018-09-12,312.31,371.0,413.0
1011,ultimate,2018-09-13,0.0,371.0,413.0
1011,ultimate,2018-09-13,429.24,371.0,413.0
1011,ultimate,2018-09-14,121.09,371.0,413.0
1011,ultimate,2018-09-14,319.47,371.0,413.0
1011,ultimate,2018-09-14,0.0,371.0,413.0
1011,ultimate,2018-09-14,0.0,371.0,413.0
1011,ultimate,2018-09-15,155.1,371.0,413.0
1011,ultimate,2018-09-17,79.55,371.0,413.0
1011,ultimate,2018-09-18,421.04,371.0,413.0
1011,ultimate,2018-09-19,290.49,371.0,413.0
1011,ultimate,2018-09-20,545.56,371.0,413.0
1011,ultimate,2018-09-21,0.0,371.0,413.0
1011,ultimate,2018-09-21,267.86,371.0,413.0
1011,ultimate,2018-09-21,0.0,371.0,413.0
1011,ultimate,2018-09-23,505.58,371.0,413.0
1011,ultimate,2018-09-23,215.59,371.0,413.0
1011,ultimate,2018-09-24,176.47,371.0,413.0
1011,ultimate,2018-09-24,738.48,371.0,413.0
1011,ultimate,2018-09-24,245.76,371.0,413.0
1011,ultimate,2018-09-26,369.6,371.0,413.0
1011,ultimate,2018-09-26,57.04,371.0,413.0
1011,ultimate,2018-09-26,0.0,371.0,413.0
1011,ultimate,2018-09-26,229.03,371.0,413.0
1011,ultimate,2018-09-27,348.18,371.0,413.0
1011,ultimate,2018-09-27,13.92,371.0,413.0
1011,ultimate,2018-09-28,0.0,371.0,413.0
1011,ultimate,2018-09-28,246.28,371.0,413.0
1011,ultimate,2018-09-29,317.28,371.0,413.0
1011,ultimate,2018-09-30,399.13,371.0,413.0
1011,ultimate,2018-09-30,808.86,371.0,413.0
1011,ultimate,2018-10-01,277.83,371.0,413.0
1011,ultimate,2018-10-01,146.3,371.0,413.0
1011,ultimate,2018-10-02,350.49,371.0,413.0
1011,ultimate,2018-10-03,425.91,371.0,413.0
1011,ultimate,2018-10-03,708.22,371.0,413.0
1011,ultimate,2018-10-03,248.64,371.0,413.0
1011,ultimate,2018-10-03,366.1,371.0,413.0
1011,ultimate,2018-10-04,0.0,371.0,413.0
1011,ultimate,2018-10-04,165.41,371.0,413.0
1011,ultimate,2018-10-04,160.33,371.0,413.0
1011,ultimate,2018-10-05,454.08,371.0,413.0
1011,ultimate,2018-10-05,646.15,371.0,413.0
1011,ultimate,2018-10-07,346.73,371.0,413.0
1011,ultimate,2018-10-09,53.57,371.0,413.0
1011,ultimate,2018-10-09,391.59,371.0,413.0
1011,ultimate,2018-10-09,161.18,371.0,413.0
1011,ultimate,2018-10-09,7.11,371.0,413.0
1011,ultimate,2018-10-09,476.59,371.0,413.0
1011,ultimate,2018-10-10,1092.36,371.0,413.0
1011,ultimate,2018-10-10,400.1,371.0,413.0
1011,ultimate,2018-10-11,0.0,371.0,413.0
1011,ultimate,2018-10-11,0.0,371.0,413.0
1011,ultimate,2018-10-12,181.33,371.0,413.0
1011,ultimate,2018-10-13,812.49,371.0,413.0
1011,ultimate,2018-10-13,792.51,371.0,413.0
1011,ultimate,2018-10-14,120.88,371.0,413.0
1011,ultimate,2018-10-15,59.73,371.0,413.0
1011,ultimate,2018-10-16,0.0,371.0,413.0
1011,ultimate,2018-10-16,380.03,371.0,413.0
1011,ultimate,2018-10-17,635.99,371.0,413.0
1011,ultimate,2018-10-17,155.12,371.0,413.0
1011,ultimate,2018-10-17,332.58,371.0,413.0
1011,ultimate,2018-10-17,0.0,371.0,413.0
1011,ultimate,2018-10-18,595.22,371.0,413.0
1011,ultimate,2018-10-18,338.24,371.0,413.0
1011,ultimate,2018-10-18,101.2,371.0,413.0
1011,ultimate,2018-10-19,157.36,371.0,413.0
1011,ultimate,2018-10-19,443.01,371.0,413.0
1011,ultimate,2018-10-19,477.91,371.0,413.0
1011,ultimate,2018-10-19,541.06,371.0,413.0
1011,ultimate,2018-10-19,264.58,371.0,413.0
1011,ultimate,2018-10-20,503.71,371.0,413.0
1011,ultimate,2018-10-20,641.87,371.0,413.0
1011,ultimate,2018-10-20,0.0,371.0,413.0
1011,ultimate,2018-10-22,528.1,371.0,413.0
1011,ultimate,2018-10-22,180.14,371.0,413.0
1011,ultimate,2018-10-23,849.24,371.0,413.0
1011,ultimate,2018-10-23,260.5,371.0,413.0
