user_id,session_date,mb_used,total_mb_used
1001,2018-10-08,322.28,80437.94
1001,2018-09-19,1174.73,80437.94
1001,2018-12-20,273.02,80437.94
1001,2018-11-06,451.41,80437.94
1001,2018-12-25,629.16,80437.94
1001,2018-11-07,315.59,80437.94
1001,2018-09-18,337.11,80437.94
1001,2018-10-27,45.03,80437.94
1001,2018-11-21,351.81,80437.94
1001,2018-11-30,433.57,80437.94
1001,2018-12-31,448.34,80437.94
1001,2018-12-30,19.9,80437.94
1001,2018-10-22,564.67,80437.94
1001,2018-12-12,398.5,80437.94
1001,2018-11-09,1049.78,80437.94
1001,2018-10-02,364.61,80437.94
1001,2018-10-24,644.89,80437.94
1001,2018-12-17,106.54,80437.94
1001,2018-12-12,1142.25,80437.94
1001,2018-08-22,215.67,80437.94
1001,2018-12-28,417.5,80437.94
1001,2018-12-02,55.48,80437.94
1001,2018-12-27,227.76,80437.94
1001,2018-09-30,0.0,80437.94
1001,2018-09-27,379.49,80437.94
1001,2018-12-04,695.82,80437.94
1001,2018-10-31,319.32,80437.94
1001,2018-10-22,523.81,80437.94
1001,2018-10-02,502.14,80437.94
1001,2018-11-09,339.89,80437.94
1001,2018-09-25,94.95,80437.94
1001,2018-10-04,701.01,80437.94
1001,2018-12-08,352.31,80437.94
1001,2018-11-10,89.57,80437.94
1001,2018-08-24,0.0,80437.94
1001,2018-12-14,130.36,80437.94
1001,2018-12-29,295.16,80437.94
1001,2018-12-26,150.67,80437.94
1001,2018-11-12,425.85,80437.94
1001,2018-12-03,161.81,80437.94
1001,2018-08-15,210.82,80437.94
1001,2018-12-09,456.16,80437.94
1001,2018-12-21,330.22,80437.94
1001,2018-09-09,943.96,80437.94
1001,2018-10-23,234.08,80437.94
1001,2018-08-29,47.01,80437.94
1001,2018-12-27,158.71,80437.94
1001,2018-10-19,83.7,80437.94
1001,2018-12-13,408.97,80437.94
1001,2018-09-07,492.98,80437.94
1001,2018-10-21,0.0,80437.94
1001,2018-10-08,782.36,80437.94
1001,2018-09-09,0.0,80437.94
1001,2018-10-18,41.7,80437.94
1001,2018-12-08,276.47,80437.94
1001,2018-10-28,0.0,80437.94
1001,2018-12-24,51.38,80437.94
1001,2018-11-01,342.59,80437.94
1001,2018-11-15,172.14,80437.94
1001,2018-09-24,494.72,80437.94
1001,2018-12-12,235.5,80437.94
1001,2018-12-29,0.0,80437.94
1001,2018-12-08,127.92,80437.94
1001,2018-10-24,494.7,80437.94
1001,2018-12-23,440.45,80437.94
1001,2018-08-31,146.52,80437.94
1001,2018-11-09,314.88,80437.94
1001,2018-11-14,334.23,80437.94
1001,2018-12-11,0.0,80437.94
1001,2018-10-12,778.01,80437.94
1001,2018-10-11,409.07,80437.94
1001,2018-10-31,282.41,80437.94
1001,2018-12-05,502.69,80437.94
1001,2018-12-20,376.1,80437.94
1001,2018-09-23,693.58,80437.94
1001,2018-12-21,822.06,80437.94
1001,2018-09-07,0.0,80437.94
1001,2018-08-30,0.0,80437.94
1001,2018-12-15,30.46,80437.94
1001,2018-10-16,0.0,80437.94
1001,2018-11-03,417.45,80437.94
1001,2018-08-18,249.51,80437.94
1001,2018-10-08,759.57,80437.94
1001,2018-09-11,171.14,80437.94
1001,2018-12-29,534.38,80437.94
1001,2018-08-16,534.19,80437.94
1001,2018-09-30,176.01,80437.94
1001,2018-12-14,152.95,80437.94
1001,2018-10-09,25.41,80437.94
1001,2018-08-31,555.92,80437.94
1001,2018-08-28,200.58,80437.94
1001,2018-12-05,236.96,80437.94
1001,2018-10-13,734.39,80437.94
1001,2018-11-22,404.96,80437.94
1001,2018-11-29,596.61,80437.94
1001,2018-11-23,756.93,80437.94
1001,2018-09-20,260.15,80437.94
1001,2018-11-19,599.89,80437.94
1001,2018-09-12,80.0,80437.94
1001,2018-12-09,450.76,80437.94
1001,2018-11-26,548.88,80437.94
1001,2018-11-26,542.02,80437.94
1001,2018-09-17,0.0,80437.94
1001,2018-09-28,183.74,80437.94
1001,2018-11-16,563.83,80437.94
1001,2018-11-12,101.15,80437.94
1001,2018-09-08,0.0,80437.94
1001,2018-12-27,118.17,80437.94
1001,2018-12-23,0.0,80437.94
1001,2018-10-02,0.0,80437.94
1001,2018-08-19,131.69,80437.94
1001,2018-10-14,489.12,80437.94
1001,2018-11-02,0.0,80437.94
1001,2018-08-17,374.29,80437.94
1001,2018-11-11,407.55,80437.94
1001,2018-08-25,533.2,80437.94
1001,2018-11-25,0.0,80437.94
1001,2018-09-29,29.58,80437.94
1001,2018-10-22,604.6,80437.94
1001,2018-11-06,502.51,80437.94
1001,2018-11-17,112.45,80437.94
1001,2018-10-09,703.4,80437.94
1001,2018-10-22,76.71,80437.94
1001,2018-09-04,42.34,80437.94
1001,2018-11-24,186.8,80437.94
1001,2018-11-05,571.63,80437.94
1001,2018-11-14,259.69,80437.94
1001,2018-10-06,57.66,80437.94
1001,2018-11-14,430.43,80437.94
1001,2018-10-03,479.82,80437.94
1001,2018-09-04,0.0,80437.94
1001,2018-09-23,553.63,80437.94
1001,2018-08-23,649.55,80437.94
1001,2018-09-11,10.28,80437.94
1001,2018-08-20,173.63,80437.94
1001,2018-09-01,388.14,80437.94
1001,2018-12-29,538.07,80437.94
1001,2018-09-13,0.0,80437.94
1001,2018-10-08,228.29,80437.94
1002,2018-11-09,0.0,40293.33
1002,2018-10-23,0.0,40293.33
1002,2018-12-24,681.36,40293.33
1002,2018-12-02,39.18,40293.33
1002,2018-12-18,295.35,40293.33
1002,2018-11-20,989.91,40293.33
1002,2018-11-17,0.0,40293.33
1002,2018-12-05,427.3,40293.33
1002,2018-12-05,202.92,40293.33
1002,2018-11-20,0.0,40293.33
1002,2018-12-02,0.0,40293.33
1002,2018-11-05,0.0,40293.33
1002,2018-11-18,64.63,40293.33
1002,2018-12-10,0.0,40293.33
1002,2018-11-15,379.47,40293.33
1002,2018-12-06,0.0,40293.33
1002,2018-10-27,185.18,40293.33
1002,2018-11-06,341.73,40293.33
1002,2018-11-27,1081.69,40293.33
1002,2018-10-24,391.97,40293.33
1002,2018-10-28,29.66,40293.33
1002,2018-11-16,938.15,40293.33
1002,2018-12-02,404.86,40293.33
1002,2018-11-04,520.93,40293.33
1002,2018-12-20,388.33,40293.33
1002,2018-11-27,495.82,40293.33
1002,2018-10-25,330.79,40293.33
1002,2018-11-22,0.0,40293.33
1002,2018-12-15,0.0,40293.33
1002,2018-12-14,77.82,40293.33
1002,2018-11-30,602.82,40293.33
1002,2018-10-29,518.2,40293.33
1002,2018-12-13,0.0,40293.33
1002,2018-12-19,369.6,40293.33
1002,2018-11-17,758.46,40293.33
1002,2018-11-04,324.99,40293.33
1002,2018-10-31,0.0,40293.33
1002,2018-12-07,284.04,40293.33
1002,2018-10-22,686.01,40293.33
1002,2018-12-18,421.01,40293.33
1002,2018-12-14,440.69,40293.33
1002,2018-12-03,404.03,40293.33
1002,2018-11-07,420.18,40293.33
1002,2018-12-15,475.07,40293.33
1002,2018-10-30,0.0,40293.33
1002,2018-11-29,148.72,40293.33
1002,2018-11-10,484.52,40293.33
1002,2018-12-20,838.7,40293.33
1002,2018-10-30,519.42,40293.33
1002,2018-11-03,146.28,40293.33
1002,2018-11-12,0.0,40293.33
1002,2018-12-03,250.65,40293.33
1002,2018-12-04,354.06,40293.33
1002,2018-11-28,599.29,40293.33
1002,2018-12-07,305.77,40293.33
1002,2018-12-29,0.0,40293.33
1002,2018-12-27,0.0,40293.33
1002,2018-12-18,131.94,40293.33
1002,2018-11-19,236.73,40293.33
1002,2018-11-22,670.11,40293.33
1002,2018-10-25,645.83,40293.33
1002,2018-12-06,109.41,40293.33
1002,2018-12-30,743.31,40293.33
1002,2018-11-27,0.0,40293.33
1002,2018-12-04,385.82,40293.33
1002,2018-12-09,35.91,40293.33
1002,2018-10-23,668.82,40293.33
1002,2018-12-26,491.99,40293.33
1002,2018-10-23,0.0,40293.33
1002,2018-11-15,428.34,40293.33
1002,2018-10-24,455.07,40293.33
1002,2018-11-27,214.38,40293.33
1002,2018-11-10,368.29,40293.33
1002,2018-12-04,383.31,40293.33
1002,2018-10-25,193.73,40293.33
1002,2018-11-29,303.57,40293.33
1002,2018-12-14,759.11,40293.33
1002,2018-12-04,0.0,40293.33
1002,2018-11-27,447.57,40293.33
1002,2018-11-05,357.76,40293.33
1002,2018-12-16,286.44,40293.33
1002,2018-10-22,939.47,40293.33
1002,2018-10-31,17.44,40293.33
1002,2018-11-23,336.55,40293.33
1002,2018-11-21,355.75,40293.33
1002,2018-11-18,459.71,40293.33
1002,2018-11-20,339.58,40293.33
1002,2018-12-18,40.08,40293.33
1002,2018-11-06,438.27,40293.33
1002,2018-11-23,276.94,40293.33
1002,2018-12-26,0.0,40293.33
1002,2018-11-08,662.95,40293.33
1002,2018-11-21,487.77,40293.33
1002,2018-12-20,769.06,40293.33
1002,2018-12-23,809.65,40293.33
1002,2018-10-26,674.92,40293.33
1002,2018-12-20,46.15,40293.33
1002,2018-11-21,71.21,40293.33
1002,2018-12-27,0.0,40293.33
1002,2018-11-18,258.14,40293.33
1002,2018-10-22,295.5,40293.33
1002,2018-12-17,413.67,40293.33
1002,2018-12-02,393.61,40293.33
1002,2018-11-25,403.56,40293.33
1002,2018-12-31,338.81,40293.33
1002,2018-11-30,638.82,40293.33
1002,2018-12-08,0.0,40293.33
1002,2018-12-18,0.0,40293.33
1002,2018-11-13,451.19,40293.33
1002,2018-11-28,289.23,40293.33
1002,2018-11-04,121.14,40293.33
1002,2018-12-07,0.0,40293.33
1002,2018-11-04,479.86,40293.33
1002,2018-12-26,551.08,40293.33
1002,2018-11-29,103.67,40293.33
1002,2018-12-10,0.0,40293.33
1002,2018-10-26,0.0,40293.33
1002,2018-11-07,0.0,40293.33
1002,2018-10-23,0.0,40293.33
1002,2018-12-24,196.59,40293.33
1002,2018-12-29,849.56,40293.33
1002,2018-11-23,683.71,40293.33
1002,2018-11-06,481.76,40293.33
1002,2018-11-04,680.93,40293.33
1003,2018-12-18,69.67,27044.14
1003,2018-12-20,397.87,27044.14
1003,2018-12-25,369.52,27044.14
1003,2018-12-29,699.34,27044.14
1003,2018-12-18,854.15,27044.14
1003,2018-12-28,306.72,27044.14
1003,2018-12-30,239.52,27044.14
1003,2018-12-23,287.0,27044.14
1003,2018-12-26,887.7,27044.14
1003,2018-12-22,223.18,27044.14
1003,2018-12-26,222.22,27044.14
1003,2018-12-19,477.9,27044.14
1003,2018-12-28,356.3,27044.14
1003,2018-12-22,0.0,27044.14
1003,2018-12-17,744.16,27044.14
1003,2018-12-23,393.68,27044.14
1003,2018-12-18,391.18,27044.14
1003,2018-12-28,41.13,27044.14
1003,2018-12-28,558.75,27044.14
1003,2018-12-25,543.7,27044.14
1003,2018-12-21,470.86,27044.14
1003,2018-12-29,985.03,27044.14
1003,2018-12-30,524.63,27044.14
1003,2018-12-24,208.56,27044.14
1003,2018-12-27,576.2,27044.14
1003,2018-12-20,393.45,27044.14
1003,2018-12-24,1222.45,27044.14
1003,2018-12-22,470.54,27044.14
1003,2018-12-22,350.99,27044.14
1003,2018-12-28,570.6,27044.14
1003,2018-12-28,312.11,27044.14
1003,2018-12-28,529.43,27044.14
1003,2018-12-22,388.75,27044.14
1003,2018-12-21,375.99,27044.14
1003,2018-12-21,796.35,27044.14
1003,2018-12-24,593.05,27044.14
1003,2018-12-29,262.71,27044.14
1003,2018-12-30,889.09,27044.14
1003,2018-12-20,711.87,27044.14
1003,2018-12-28,956.82,27044.14
1003,2018-12-23,1220.86,27044.14
1003,2018-12-31,638.26,27044.14
1003,2018-12-28,665.26,27044.14
1003,2018-12-17,103.85,27044.14
1003,2018-12-31,697.93,27044.14
1003,2018-12-18,937.01,27044.14
1003,2018-12-21,694.68,27044.14
1003,2018-12-22,308.42,27044.14
1003,2018-12-22,606.47,27044.14
1003,2018-12-23,298.29,27044.14
1003,2018-12-18,815.49,27044.14
1003,2018-12-26,404.45,27044.14
1004,2018-08-14,435.99,156352.81
1004,2018-07-02,158.18,156352.81
1004,2018-06-15,442.24,156352.81
1004,2018-09-19,298.94,156352.81
1004,2018-06-29,0.0,156352.81
1004,2018-09-12,599.98,156352.81
1004,2018-09-09,356.57,156352.81
1004,2018-08-19,604.6,156352.81
1004,2018-06-30,175.36,156352.81
1004,2018-12-06,69.67,156352.81
1004,2018-10-21,519.12,156352.81
1004,2018-11-04,532.41,156352.81
1004,2018-10-14,318.86,156352.81
1004,2018-12-31,427.41,156352.81
1004,2018-09-10,220.32,156352.81
1004,2018-11-26,0.0,156352.81
1004,2018-07-18,113.06,156352.81
1004,2018-06-16,533.39,156352.81
1004,2018-10-09,69.37,156352.81
1004,2018-11-27,528.79,156352.81
1004,2018-10-08,0.0,156352.81
1004,2018-11-20,86.29,156352.81
1004,2018-09-07,667.81,156352.81
1004,2018-06-08,278.56,156352.81
1004,2018-06-22,419.42,156352.81
1004,2018-05-29,0.0,156352.81
1004,2018-07-24,572.96,156352.81
1004,2018-11-10,392.49,156352.81
1004,2018-09-15,485.62,156352.81
1004,2018-10-19,550.04,156352.81
1004,2018-11-22,246.62,156352.81
1004,2018-07-22,152.14,156352.81
1004,2018-08-31,676.08,156352.81
1004,2018-09-10,403.11,156352.81
1004,2018-07-16,33.08,156352.81
1004,2018-10-12,205.67,156352.81
1004,2018-11-09,409.18,156352.81
1004,2018-07-21,527.83,156352.81
1004,2018-12-19,321.97,156352.81
1004,2018-07-14,0.0,156352.81
1004,2018-07-25,0.0,156352.81
1004,2018-08-24,125.0,156352.81
1004,2018-07-14,577.22,156352.81
1004,2018-10-20,664.32,156352.81
1004,2018-11-07,93.12,156352.81
1004,2018-12-01,231.32,156352.81
1004,2018-11-01,61.7,156352.81
1004,2018-08-08,263.76,156352.81
1004,2018-11-20,212.44,156352.81
1004,2018-08-26,223.03,156352.81
1004,2018-12-01,571.04,156352.81
1004,2018-06-22,294.85,156352.81
1004,2018-05-27,0.0,156352.81
1004,2018-08-04,48.78,156352.81
1004,2018-11-09,72.22,156352.81
1004,2018-08-30,391.92,156352.81
1004,2018-11-04,0.0,156352.81
1004,2018-10-13,272.23,156352.81
1004,2018-06-02,261.33,156352.81
1004,2018-11-19,117.57,156352.81
1004,2018-12-27,439.92,156352.81
1004,2018-11-19,267.58,156352.81
1004,2018-08-12,376.15,156352.81
1004,2018-06-04,9.19,156352.81
1004,2018-09-27,0.0,156352.81
1004,2018-12-03,548.98,156352.81
1004,2018-08-14,662.5,156352.81
1004,2018-11-12,207.01,156352.81
1004,2018-12-30,536.14,156352.81
1004,2018-07-18,456.14,156352.81
1004,2018-06-19,0.0,156352.81
1004,2018-11-12,961.38,156352.81
1004,2018-06-18,228.84,156352.81
1004,2018-06-13,627.3,156352.81
1004,2018-09-10,422.53,156352.81
1004,2018-08-21,529.66,156352.81
1004,2018-07-07,510.85,156352.81
1004,2018-10-24,857.6,156352.81
1004,2018-07-06,295.94,156352.81
1004,2018-05-24,744.08,156352.81
1004,2018-07-13,357.76,156352.81
1004,2018-08-05,393.05,156352.81
1004,2018-08-13,456.14,156352.81
1004,2018-09-09,0.0,156352.81
1004,2018-10-27,0.0,156352.81
1004,2018-09-21,409.94,156352.81
1004,2018-11-25,724.36,156352.81
1004,2018-06-27,158.17,156352.81
1004,2018-06-22,0.0,156352.81
1004,2018-10-27,6.26,156352.81
1004,2018-06-25,476.17,156352.81
1004,2018-12-25,382.79,156352.81
1004,2018-08-26,329.61,156352.81
1004,2018-07-28,320.87,156352.81
1004,2018-12-31,0.0,156352.81
1004,2018-11-12,498.7,156352.81
1004,2018-06-18,40.85,156352.81
1004,2018-08-05,13.96,156352.81
1004,2018-08-01,297.45,156352.81
1004,2018-10-05,222.51,156352.81
1004,2018-09-06,569.29,156352.81
1004,2018-06-06,63.63,156352.81
1004,2018-06-11,89.89,156352.81
1004,2018-09-07,420.48,156352.81
1004,2018-10-24,381.8,156352.81
1004,2018-07-19,595.22,156352.81
1004,2018-08-17,132.67,156352.81
1004,2018-12-12,714.47,156352.81
1004,2018-08-06,458.71,156352.81
1004,2018-10-23,334.9,156352.81
1004,2018-05-25,298.53,156352.81
1004,2018-08-04,719.41,156352.81
1004,2018-06-26,257.65,156352.81
1004,2018-08-17,0.0,156352.81
1004,2018-11-22,558.11,156352.81
1004,2018-09-22,523.37,156352.81
1004,2018-08-24,277.24,156352.81
1004,2018-07-03,169.79,156352.81
1004,2018-11-17,881.29,156352.81
1004,2018-10-07,78.51,156352.81
1004,2018-12-23,457.85,156352.81
1004,2018-08-24,625.72,156352.81
1004,2018-11-29,0.0,156352.81
1004,2018-08-19,705.94,156352.81
1004,2018-12-29,534.9,156352.81
1004,2018-07-03,417.22,156352.81
1004,2018-07-20,496.97,156352.81
1004,2018-12-22,331.96,156352.81
1004,2018-06-26,0.0,156352.81
1004,2018-07-25,491.88,156352.81
1004,2018-08-09,493.4,156352.81
1004,2018-08-06,72.27,156352.81
1004,2018-10-14,281.45,156352.81
1004,2018-07-09,388.09,156352.81
1004,2018-12-21,419.94,156352.81
1004,2018-06-08,212.64,156352.81
1004,2018-06-19,68.77,156352.81
1004,2018-05-27,554.16,156352.81
1004,2018-10-01,708.79,156352.81
1004,2018-06-17,563.3,156352.81
1004,2018-09-15,100.11,156352.81
1004,2018-06-12,242.95,156352.81
1004,2018-09-09,673.75,156352.81
1004,2018-09-04,470.36,156352.81
1004,2018-05-31,335.65,156352.81
1004,2018-10-20,413.47,156352.81
1004,2018-06-01,435.57,156352.81
1004,2018-10-13,255.91,156352.81
1004,2018-07-04,315.27,156352.81
1004,2018-10-20,70.49,156352.81
1004,2018-08-24,420.49,156352.81
1004,2018-12-29,670.85,156352.81
1004,2018-11-14,0.0,156352.81
1004,2018-05-26,681.21,156352.81
1004,2018-12-29,779.11,156352.81
1004,2018-06-11,241.61,156352.81
1004,2018-08-19,288.32,156352.81
1004,2018-12-07,302.88,156352.81
1004,2018-11-24,417.58,156352.81
1004,2018-11-30,61.08,156352.81
1004,2018-09-14,366.43,156352.81
1004,2018-11-17,0.0,156352.81
1004,2018-12-17,500.05,156352.81
1004,2018-09-16,142.21,156352.81
1004,2018-06-14,19.51,156352.81
1004,2018-11-30,9.77,156352.81
1004,2018-08-11,352.61,156352.81
1004,2018-11-01,729.1,156352.81
1004,2018-10-19,150.56,156352.81
1004,2018-08-31,98.73,156352.81
1004,2018-08-07,788.74,156352.81
1004,2018-07-16,394.5,156352.81
1004,2018-11-14,511.56,156352.81
1004,2018-12-09,70.1,156352.81
1004,2018-12-26,476.85,156352.81
1004,2018-06-30,299.42,156352.81
1004,2018-05-27,562.7,156352.81
1004,2018-07-27,0.0,156352.81
1004,2018-08-12,762.97,156352.81
1004,2018-07-17,32.61,156352.81
1004,2018-09-20,176.81,156352.81
1004,2018-08-22,438.32,156352.81
1004,2018-11-25,648.48,156352.81
1004,2018-07-03,485.78,156352.81
1004,2018-10-30,101.43,156352.81
1004,2018-11-16,147.38,156352.81
1004,2018-07-16,164.94,156352.81
1004,2018-11-27,446.21,156352.81
1004,2018-12-27,244.27,156352.81
1004,2018-10-30,277.54,156352.81
1004,2018-12-05,423.32,156352.81
1004,2018-08-15,576.01,156352.81
1004,2018-11-12,234.67,156352.81
1004,2018-05-30,0.0,156352.81
1004,2018-08-17,496.99,156352.81
1004,2018-11-23,383.65,156352.81
1004,2018-07-17,359.45,156352.81
1004,2018-10-14,48.03,156352.81
1004,2018-09-16,0.0,156352.81
1004,2018-06-14,167.34,156352.81
1004,2018-10-30,306.66,156352.81
1004,2018-08-20,703.74,156352.81
1004,2018-06-27,96.53,156352.81
1004,2018-11-18,0.0,156352.81
1004,2018-11-30,246.94,156352.81
1004,2018-09-01,44.92,156352.81
1004,2018-09-25,372.54,156352.81
1004,2018-12-22,0.0,156352.81
1004,2018-09-12,541.11,156352.81
1004,2018-11-10,112.07,156352.81
1004,2018-11-30,829.52,156352.81
1004,2018-08-02,166.07,156352.81
1004,2018-07-10,756.7,156352.81
1004,2018-10-05,420.3,156352.81
1004,2018-06-20,281.19,156352.81
1004,2018-09-08,451.86,156352.81
1004,2018-08-25,468.57,156352.81
1004,2018-06-15,270.01,156352.81
1004,2018-08-22,319.48,156352.81
1004,2018-06-10,0.0,156352.81
1004,2018-06-09,334.13,156352.81
1004,2018-11-16,1.73,156352.81
1004,2018-12-13,352.22,156352.81
1004,2018-09-25,368.7,156352.81
1004,2018-10-18,432.87,156352.81
1004,2018-08-26,682.97,156352.81
1004,2018-12-20,369.73,156352.81
1004,2018-07-03,0.0,156352.81
1004,2018-06-15,408.88,156352.81
1004,2018-09-13,330.75,156352.81
1004,2018-12-06,480.38,156352.81
1004,2018-11-30,374.5,156352.81
1004,2018-06-04,346.07,156352.81
1004,2018-09-12,340.8,156352.81
1004,2018-09-27,0.0,156352.81
1004,2018-09-13,349.57,156352.81
1004,2018-12-02,418.95,156352.81
1004,2018-10-13,379.8,156352.81
1004,2018-11-09,0.0,156352.81
1004,2018-08-09,118.67,156352.81
1004,2018-10-06,0.0,156352.81
1004,2018-12-29,221.96,156352.81
1004,2018-12-01,262.61,156352.81
1004,2018-08-23,328.07,156352.81
1004,2018-08-13,0.0,156352.81
1004,2018-06-08,411.51,156352.81
1004,2018-05-27,201.65,156352.81
1004,2018-06-16,315.43,156352.81
1004,2018-07-27,365.43,156352.81
1004,2018-11-04,430.54,156352.81
1004,2018-07-26,297.12,156352.81
1004,2018-12-31,471.9,156352.81
1004,2018-09-17,383.1,156352.81
1004,2018-09-16,732.63,156352.81
1004,2018-07-16,0.0,156352.81
1004,2018-10-12,0.0,156352.81
1004,2018-07-23,25.82,156352.81
1004,2018-12-27,71.12,156352.81
1004,2018-08-30,820.92,156352.81
1004,2018-06-16,0.0,156352.81
1004,2018-11-06,0.0,156352.81
1004,2018-10-23,288.83,156352.81
1004,2018-07-04,0.0,156352.81
1004,2018-11-29,615.67,156352.81
1004,2018-08-02,685.53,156352.81
1004,2018-09-02,399.76,156352.81
1004,2018-10-23,0.0,156352.81
1004,2018-12-28,355.93,156352.81
1004,2018-05-28,39.79,156352.81
1004,2018-09-15,28.95,156352.81
1004,2018-06-21,365.7,156352.81
1004,2018-08-05,278.08,156352.81
1004,2018-12-17,948.87,156352.81
1004,2018-09-14,229.17,156352.81
1004,2018-10-15,146.29,156352.81
1004,2018-07-07,372.27,156352.81
1004,2018-09-16,0.0,156352.81
1004,2018-06-04,670.54,156352.81
1004,2018-11-18,319.83,156352.81
1004,2018-07-04,870.84,156352.81
1004,2018-09-18,414.78,156352.81
1004,2018-10-08,316.52,156352.81
1004,2018-08-21,332.02,156352.81
1004,2018-10-21,0.0,156352.81
1004,2018-06-08,0.0,156352.81
1004,2018-12-23,798.9,156352.81
1004,2018-11-01,812.87,156352.81
1004,2018-08-30,139.54,156352.81
1004,2018-07-29,588.42,156352.81
1004,2018-08-21,769.51,156352.81
1004,2018-09-28,490.18,156352.81
1004,2018-09-06,25.24,156352.81
1004,2018-11-17,341.79,156352.81
1004,2018-06-20,437.17,156352.81
1004,2018-09-03,220.87,156352.81
1004,2018-06-29,584.94,156352.81
1004,2018-11-10,71.28,156352.81
1004,2018-07-31,588.9,156352.81
1004,2018-07-29,336.1,156352.81
1004,2018-07-13,1052.62,156352.81
1004,2018-11-30,471.45,156352.81
1004,2018-09-12,218.41,156352.81
1004,2018-08-28,649.47,156352.81
1004,2018-10-08,75.25,156352.81
1004,2018-10-02,196.47,156352.81
1004,2018-09-13,464.24,156352.81
1004,2018-11-12,167.36,156352.81
1004,2018-06-08,324.03,156352.81
