user_id,plan,mb_used,total_messages_used,total_minutes
1001,surf,24666.89,18423.0,23229.0
1001,surf,24728.97,18630.0,23490.0
1001,surf,24786.63,18837.0,23751.0
1001,surf,25108.91,19044.0,24012.0
1001,surf,25891.27,19251.0,24273.0
1001,surf,26650.84,19458.0,24534.0
1001,surf,26879.13,19665.0,24795.0
1001,surf,27947.12,19872.0,25056.0
1001,surf,27972.53,20079.0,25317.0
1001,surf,28675.93,20286.0,25578.0
1001,surf,29385.88,20493.0,25839.0
1001,surf,29794.95,20700.0,26100.0
1001,surf,30572.96,20907.0,26361.0
1001,surf,30572.96,21114.0,26622.0
1001,surf,31307.35,21321.0,26883.0
1001,surf,31617.78,21528.0,27144.0
1001,surf,32106.9,21735.0,27405.0
1001,surf,32106.9,21942.0,27666.0
1001,surf,32106.9,22149.0,27927.0
1001,surf,33083.59,22356.0,28188.0
1001,surf,33618.24,22563.0,28449.0
1001,surf,33659.94,22770.0,28710.0
1001,surf,33907.96,22977.0,28971.0
1001,surf,35031.89,23184.0,29232.0
1001,surf,35115.59,23391.0,29493.0
1001,surf,35711.67,23598.0,29754.0
1001,surf,35711.67,23805.0,30015.0
1001,surf,36404.59,24012.0,30276.0
1001,surf,36969.26,24219.0,30537.0
1001,surf,37493.07,24426.0,30798.0
1001,surf,38097.67,24633.0,31059.0
1001,surf,38174.38,24840.0,31320.0
1001,surf,38657.87,25047.0,31581.0
1001,surf,38813.3,25254.0,31842.0
1001,surf,39047.38,25461.0,32103.0
1001,surf,39692.27,25668.0,32364.0
1001,surf,40186.97,25875.0,32625.0
1001,surf,40931.48,26082.0,32886.0
1001,surf,41044.05,26289.0,33147.0
1001,surf,41089.08,26496.0,33408.0
1001,surf,41590.61,26703.0,33669.0
1001,surf,41590.61,26910.0,33930.0
1001,surf,41590.61,27117.0,34191.0
1001,surf,41962.73,27324.0,34452.0
1001,surf,42282.05,27531.0,34713.0
1001,surf,42564.46,27738.0,34974.0
1001,surf,42620.73,27945.0,35235.0
1001,surf,42963.32,28152.0,35496.0
1001,surf,42963.32,28359.0,35757.0
1001,surf,43380.77,28566.0,36018.0
1001,surf,43397.74,28773.0,36279.0
1001,surf,43397.74,28980.0,36540.0
1001,surf,43969.37,29187.0,36801.0
1001,surf,44420.78,29394.0,37062.0
1001,surf,44923.29,29601.0,37323.0
1001,surf,45238.88,29808.0,37584.0
1001,surf,46288.66,30015.0,37845.0
1001,surf,46628.55,30222.0,38106.0
1001,surf,46943.43,30429.0,38367.0
1001,surf,47362.18,30636.0,38628.0
1001,surf,47960.84,30843.0,38889.0
1001,surf,48050.409999999996,31050.0,39150.0
1001,surf,48489.17,31257.0,39411.0
1001,surf,48669.17,31464.0,39672.0
1001,surf,49076.72,31671.0,39933.0
1001,surf,49502.57,31878.0,40194.0
1001,surf,49603.72,32085.0,40455.0
1001,surf,49937.95,32292.0,40716.0
1001,surf,50197.64,32499.0,40977.0
1001,surf,50628.07,32706.0,41238.0
1001,surf,50800.21,32913.0,41499.0
1001,surf,50997.15,33120.0,41760.0
1001,surf,51560.98,33327.0,42021.0
1001,surf,51970.17,33534.0,42282.0
1001,surf,52082.62,33741.0,42543.0
1001,surf,52606.52,33948.0,42804.0
1001,surf,52984.409999999996,34155.0,43065.0
1001,surf,53584.3,34362.0,43326.0
1001,surf,54134.55,34569.0,43587.0
1001,surf,54227.409999999996,34776.0,43848.0
1001,surf,54643.51,34983.0,44109.0
1001,surf,54995.32,35190.0,44370.0
1001,surf,55400.28,35397.0,44631.0
1001,surf,56157.21,35604.0,44892.0
1001,surf,56560.04,35811.0,45153.0
1001,surf,56746.84,36018.0,45414.0
1001,surf,57035.11,36225.0,45675.0
1001,surf,57035.11,36432.0,45936.0
1001,surf,57583.99,36639.0,46197.0
1001,surf,58126.01,36846.0,46458.0
1001,surf,58261.19,37053.0,46719.0
1001,surf,58880.03,37260.0,46980.0
1001,surf,59001.33,37467.0,47241.0
1001,surf,59256.47,37674.0,47502.0
1001,surf,60038.58,37881.0,47763.0
1001,surf,60635.19,38088.0,48024.0
1001,surf,61068.76,38295.0,48285.0
1001,surf,61537.3,38502.0,48546.0
1001,surf,61592.78,38709.0,48807.0
1001,surf,62067.13,38916.0,49068.0
1001,surf,62212.07,39123.0,49329.0
1001,surf,62212.07,39330.0,49590.0
1001,surf,62373.88,39537.0,49851.0
1001,surf,62802.01,39744.0,50112.0
1001,surf,63497.83,39951.0,50373.0
1001,surf,64000.52,40158.0,50634.0
1001,surf,64237.48,40365.0,50895.0
1001,surf,64554.49,40572.0,51156.0
1001,surf,64906.8,40779.0,51417.0
1001,surf,65183.27,40986.0,51678.0
1001,surf,65311.19,41193.0,51939.0
1001,surf,65967.23,41400.0,52200.0
1001,surf,66423.39,41607.0,52461.0
1001,surf,66874.15,41814.0,52722.0
1001,surf,66888.18,42021.0,52983.0
1001,surf,66888.18,42228.0,53244.0
1001,surf,66888.18,42435.0,53505.0
1001,surf,67286.68,42642.0,53766.0
1001,surf,68428.93,42849.0,54027.0
1001,surf,68664.43,43056.0,54288.0
1001,surf,69426.35,43263.0,54549.0
1001,surf,69575.52,43470.0,54810.0
1001,surf,69984.49,43677.0,55071.0
1001,surf,69984.49,43884.0,55332.0
1001,surf,70114.85,44091.0,55593.0
1001,surf,70267.8,44298.0,55854.0
1001,surf,70662.84,44505.0,56115.0
1001,surf,70693.3,44712.0,56376.0
1001,surf,71317.64,44919.0,56637.0
1001,surf,71424.18,45126.0,56898.0
1001,surf,72543.62,45333.0,57159.0
1001,surf,72816.64,45540.0,57420.0
1001,surf,73192.74,45747.0,57681.0
1001,surf,73360.16,45954.0,57942.0
1001,surf,73690.38,46161.0,58203.0
1001,surf,74512.44,46368.0,58464.0
1001,surf,74952.89,46575.0,58725.0
1001,surf,74952.89,46782.0,58986.0
1001,surf,74952.89,46989.0,59247.0
1001,surf,75004.27,47196.0,59508.0
1001,surf,75633.43,47403.0,59769.0
1001,surf,76327.93,47610.0,60030.0
1001,surf,76478.6,47817.0,60291.0
1001,surf,76635.8,48024.0,60552.0
1001,surf,77268.64,48231.0,60813.0
1001,surf,77496.4,48438.0,61074.0
1001,surf,77655.11,48645.0,61335.0
1001,surf,77773.28,48852.0,61596.0
1001,surf,77922.71,49059.0,61857.0
1001,surf,78340.21,49266.0,62118.0
1001,surf,78602.09,49473.0,62379.0
1001,surf,78897.25,49680.0,62640.0
1001,surf,78897.25,49887.0,62901.0
1001,surf,79431.63,50094.0,63162.0
1001,surf,79969.7,50301.0,63423.0
1001,surf,79989.6,50508.0,63684.0
1001,surf,80437.94,50715.0,63945.0
1002,surf,686.01,88.0,113.0
1002,surf,1625.48,176.0,226.0
1002,surf,1920.98,264.0,339.0
1002,surf,1920.98,352.0,452.0
1002,surf,2589.8,440.0,565.0
1002,surf,2589.8,528.0,678.0
1002,surf,2589.8,616.0,791.0
1002,surf,2981.77,704.0,904.0
1002,surf,3436.84,792.0,1017.0
1002,surf,3767.63,880.0,1130.0
1002,surf,4413.46,968.0,1243.0
1002,surf,4607.1900000000005,1056.0,1356.0
1002,surf,5282.110000000001,1144.0,1469.0
1002,surf,5282.110000000001,1232.0,1582.0
1002,surf,5467.29,1320.0,1695.0
1002,surf,5496.95,1408.0,1808.0
1002,surf,6015.150000000001,1496.0,1921.0
1002,surf,6015.150000000001,1584.0,2034.0
1002,surf,6534.57,1672.0,2147.0
1002,surf,6534.57,1760.0,2260.0
1002,surf,6552.01,1848.0,2373.0
1002,surf,6698.29,1936.0,2486.0
1002,surf,7219.22,2024.0,2599.0
1002,surf,7544.21,2112.0,2712.0
1002,surf,7665.35,2200.0,2825.0
1002,surf,8145.21,2288.0,2938.0
1002,surf,8826.14,2376.0,3051.0
1002,surf,8826.14,2464.0,3164.0
1002,surf,9183.9,2552.0,3277.0
1002,surf,9525.630000000001,2640.0,3390.0
1002,surf,9963.9,2728.0,3503.0
1002,surf,10445.66,2816.0,3616.0
1002,surf,10865.84,2904.0,3729.0
1002,surf,10865.84,2992.0,3842.0
1002,surf,11528.79,3080.0,3955.0
1002,surf,11528.79,3168.0,4068.0
1002,surf,12013.31,3256.0,4181.0
1002,surf,12381.6,3344.0,4294.0
1002,surf,12381.6,3432.0,4407.0
1002,surf,12832.79,3520.0,4520.0
1002,surf,13212.26,3608.0,4633.0
1002,surf,13640.6,3696.0,4746.0
1002,surf,14578.75,3784.0,4859.0
1002,surf,14578.75,3872.0,4972.0
1002,surf,15337.210000000001,3960.0,5085.0
1002,surf,15401.84,4048.0,5198.0
1002,surf,15861.550000000001,4136.0,5311.0
1002,surf,16119.69,4224.0,5424.0
1002,surf,16356.42,4312.0,5537.0
1002,surf,17346.33,4400.0,5650.0
1002,surf,17346.33,4488.0,5763.0
1002,surf,17685.91,4576.0,5876.0
1002,surf,18041.66,4664.0,5989.0
1002,surf,18529.43,4752.0,6102.0
1002,surf,18600.64,4840.0,6215.0
1002,surf,18600.64,4928.0,6328.0
1002,surf,19270.75,5016.0,6441.0
1002,surf,19607.3,5104.0,6554.0
1002,surf,19884.24,5192.0,6667.0
1002,surf,20567.95,5280.0,6780.0
1002,surf,20971.51,5368.0,6893.0
1002,surf,22053.2,5456.0,7006.0
1002,surf,22549.02,5544.0,7119.0
1002,surf,22549.02,5632.0,7232.0
1002,surf,22763.4,5720.0,7345.0
1002,surf,23210.97,5808.0,7458.0
1002,surf,23810.260000000002,5896.0,7571.0
1002,surf,24099.49,5984.0,7684.0
1002,surf,24248.21,6072.0,7797.0
1002,surf,24551.78,6160.0,7910.0
1002,surf,24655.45,6248.0,8023.0
1002,surf,25258.27,6336.0,8136.0
1002,surf,25897.09,6424.0,8249.0
1002,surf,25936.27,6512.0,8362.0
1002,surf,25936.27,6600.0,8475.0
1002,surf,26341.13,6688.0,8588.0
1002,surf,26734.74,6776.0,8701.0
1002,surf,27138.77,6864.0,8814.0
1002,surf,27389.420000000002,6952.0,8927.0
1002,surf,27743.48,7040.0,9040.0
1002,surf,28129.3,7128.0,9153.0
1002,surf,28512.61,7216.0,9266.0
1002,surf,28512.61,7304.0,9379.0
1002,surf,28939.91,7392.0,9492.0
1002,surf,29142.83,7480.0,9605.0
1002,surf,29142.83,7568.0,9718.0
1002,surf,29252.24,7656.0,9831.0
1002,surf,29536.28,7744.0,9944.0
1002,surf,29842.05,7832.0,10057.0
1002,surf,29842.05,7920.0,10170.0
1002,surf,29842.05,8008.0,10283.0
1002,surf,29877.96,8096.0,10396.0
1002,surf,29877.96,8184.0,10509.0
1002,surf,29877.96,8272.0,10622.0
1002,surf,29877.96,8360.0,10735.0
1002,surf,29955.78,8448.0,10848.0
1002,surf,30396.47,8536.0,10961.0
1002,surf,31155.58,8624.0,11074.0
1002,surf,31155.58,8712.0,11187.0
1002,surf,31630.65,8800.0,11300.0
1002,surf,31917.09,8888.0,11413.0
1002,surf,32330.760000000002,8976.0,11526.0
1002,surf,32626.11,9064.0,11639.0
1002,surf,33047.12,9152.0,11752.0
1002,surf,33179.06,9240.0,11865.0
1002,surf,33219.14,9328.0,11978.0
1002,surf,33219.14,9416.0,12091.0
1002,surf,33588.74,9504.0,12204.0
1002,surf,33977.07,9592.0,12317.0
1002,surf,34815.77,9680.0,12430.0
1002,surf,35584.83,9768.0,12543.0
1002,surf,35630.98,9856.0,12656.0
1002,surf,36440.63,9944.0,12769.0
1002,surf,37121.99,10032.0,12882.0
1002,surf,37318.58,10120.0,12995.0
1002,surf,37810.57,10208.0,13108.0
1002,surf,37810.57,10296.0,13221.0
1002,surf,38361.65,10384.0,13334.0
1002,surf,38361.65,10472.0,13447.0
1002,surf,38361.65,10560.0,13560.0
1002,surf,38361.65,10648.0,13673.0
1002,surf,39211.21,10736.0,13786.0
1002,surf,39954.52,10824.0,13899.0
1002,surf,40293.33,10912.0,14012.0
1003,surf,744.16,50.0,149.0
1003,surf,848.01,100.0,298.0
1003,surf,917.68,150.0,447.0
1003,surf,1771.83,200.0,596.0
1003,surf,2163.0099999999998,250.0,745.0
1003,surf,3100.02,300.0,894.0
1003,surf,3915.51,350.0,1043.0
1003,surf,4393.41,400.0,1192.0
1003,surf,4791.28,450.0,1341.0
1003,surf,5184.73,500.0,1490.0
1003,surf,5896.6,550.0,1639.0
1003,surf,6367.46,600.0,1788.0
1003,surf,6743.45,650.0,1937.0
1003,surf,7539.8,700.0,2086.0
1003,surf,8234.48,750.0,2235.0
1003,surf,8457.66,800.0,2384.0
1003,surf,8457.66,850.0,2533.0
1003,surf,8928.2,900.0,2682.0
1003,surf,9279.19,950.0,2831.0
1003,surf,9667.94,1000.0,2980.0
1003,surf,9976.36,1050.0,3129.0
1003,surf,10582.83,1100.0,3278.0
1003,surf,10869.83,1150.0,3427.0
1003,surf,11263.51,1200.0,3576.0
1003,surf,12484.369999999999,1250.0,3725.0
1003,surf,12782.66,1300.0,3874.0
1003,surf,12991.22,1350.0,4023.0
1003,surf,14213.67,1400.0,4172.0
1003,surf,14806.72,1450.0,4321.0
1003,surf,15176.24,1500.0,4470.0
1003,surf,15719.94,1550.0,4619.0
1003,surf,16607.64,1600.0,4768.0
1003,surf,16829.86,1650.0,4917.0
1003,surf,17234.31,1700.0,5066.0
1003,surf,17810.51,1750.0,5215.0
1003,surf,18117.23,1800.0,5364.0
1003,surf,18473.53,1850.0,5513.0
1003,surf,18514.66,1900.0,5662.0
1003,surf,19073.41,1950.0,5811.0
1003,surf,19644.010000000002,2000.0,5960.0
1003,surf,19956.12,2050.0,6109.0
1003,surf,20485.55,2100.0,6258.0
1003,surf,21442.37,2150.0,6407.0
1003,surf,22107.63,2200.0,6556.0
1003,surf,22806.97,2250.0,6705.0
1003,surf,23792.0,2300.0,6854.0
1003,surf,24054.71,2350.0,7003.0
1003,surf,24294.23,2400.0,7152.0
1003,surf,24818.86,2450.0,7301.0
1003,surf,25707.95,2500.0,7450.0
1003,surf,26346.21,2550.0,7599.0
1003,surf,27044.14,2600.0,7748.0
1004,surf,744.08,177.0,370.0
1004,surf,1042.6100000000001,354.0,740.0
1004,surf,1586.37,531.0,1110.0
1004,surf,2267.58,708.0,1480.0
1004,surf,2819.0,885.0,1850.0
1004,surf,2819.0,1062.0,2220.0
1004,surf,3373.16,1239.0,2590.0
1004,surf,3935.86,1416.0,2960.0
1004,surf,4137.51,1593.0,3330.0
1004,surf,4177.3,1770.0,3700.0
1004,surf,4177.3,1947.0,4070.0
1004,surf,4634.18,2124.0,4440.0
1004,surf,5137.4,2301.0,4810.0
1004,surf,5137.4,2478.0,5180.0
1004,surf,5931.71,2655.0,5550.0
1004,surf,6267.36,2832.0,5920.0
1004,surf,6547.21,3009.0,6290.0
1004,surf,6982.78,3186.0,6660.0
1004,surf,7244.11,3363.0,7030.0
1004,surf,7244.11,3540.0,7400.0
1004,surf,7253.3,3717.0,7770.0
1004,surf,7599.37,3894.0,8140.0
1004,surf,8269.91,4071.0,8510.0
1004,surf,8269.91,4248.0,8880.0
1004,surf,8269.91,4425.0,9250.0
1004,surf,8492.96,4602.0,9620.0
1004,surf,8549.64,4779.0,9990.0
1004,surf,8946.4,4956.0,10360.0
1004,surf,9010.03,5133.0,10730.0
1004,surf,9010.03,5310.0,11100.0
1004,surf,9759.64,5487.0,11470.0
1004,surf,10038.2,5664.0,11840.0
1004,surf,10250.84,5841.0,12210.0
1004,surf,10662.35,6018.0,12580.0
1004,surf,10662.35,6195.0,12950.0
1004,surf,10986.38,6372.0,13320.0
1004,surf,11320.51,6549.0,13690.0
1004,surf,11935.08,6726.0,14060.0
1004,surf,12364.34,6903.0,14430.0
1004,surf,12364.34,7080.0,14800.0
1004,surf,12530.95,7257.0,15170.0
1004,surf,13200.45,7434.0,15540.0
1004,surf,13290.34,7611.0,15910.0
1004,surf,13531.95,7788.0,16280.0
1004,surf,13774.9,7965.0,16650.0
1004,surf,14026.64,8142.0,17020.0
1004,surf,14653.94,8319.0,17390.0
1004,surf,14653.94,8496.0,17760.0
1004,surf,15163.82,8673.0,18130.0
1004,surf,15183.33,8850.0,18500.0
1004,surf,15350.67,9027.0,18870.0
1004,surf,16353.57,9204.0,19240.0
1004,surf,17056.7,9381.0,19610.0
1004,surf,17208.42,9558.0,19980.0
1004,surf,17650.66,9735.0,20350.0
1004,surf,17920.67,9912.0,20720.0
1004,surf,18329.55,10089.0,21090.0
1004,surf,18862.94,10266.0,21460.0
1004,surf,19178.37,10443.0,21830.0
1004,surf,19178.37,10620.0,22200.0
1004,surf,19741.67,10797.0,22570.0
1004,surf,20659.25,10974.0,22940.0
1004,surf,20888.09,11151.0,23310.0
1004,surf,20928.94,11328.0,23680.0
1004,surf,20928.94,11505.0,24050.0
1004,surf,20997.71,11682.0,24420.0
1004,surf,21464.5,11859.0,24790.0
1004,surf,21843.28,12036.0,25160.0
1004,surf,22084.29,12213.0,25530.0
1004,surf,22365.48,12390.0,25900.0
1004,surf,22802.65,12567.0,26270.0
1004,surf,22981.0,12744.0,26640.0
1004,surf,23346.7,12921.0,27010.0
1004,surf,23766.12,13098.0,27380.0
1004,surf,24060.97,13275.0,27750.0
1004,surf,24060.97,13452.0,28120.0
1004,surf,24537.14,13629.0,28490.0
1004,surf,24794.79,13806.0,28860.0
1004,surf,24794.79,13983.0,29230.0
1004,surf,24952.96,14160.0,29600.0
1004,surf,25049.49,14337.0,29970.0
1004,surf,25834.77,14514.0,30340.0
1004,surf,25834.77,14691.0,30710.0
1004,surf,25834.77,14868.0,31080.0
1004,surf,26419.71,15045.0,31450.0
1004,surf,26419.71,15222.0,31820.0
1004,surf,26745.25,15399.0,32190.0
1004,surf,26920.61,15576.0,32560.0
1004,surf,27220.03,15753.0,32930.0
1004,surf,27220.03,15930.0,33300.0
1004,surf,27378.21,16107.0,33670.0
1004,surf,27548.0,16284.0,34040.0
1004,surf,27965.22,16461.0,34410.0
1004,surf,28451.0,16638.0,34780.0
1004,surf,28451.0,16815.0,35150.0
1004,surf,28451.0,16992.0,35520.0
1004,surf,28766.27,17169.0,35890.0
1004,surf,28766.27,17346.0,36260.0
1004,surf,29637.11,17523.0,36630.0
1004,surf,30156.52,17700.0,37000.0
1004,surf,30447.44,17877.0,37370.0
1004,surf,30572.47,18054.0,37740.0
1004,surf,30868.41,18231.0,38110.0
1004,surf,31379.26,18408.0,38480.0
1004,surf,31751.53,18585.0,38850.0
1004,surf,32500.579999999998,18762.0,39220.0
1004,surf,33152.02,18939.0,39590.0
1004,surf,33540.11,19116.0,39960.0
1004,surf,34119.52,19293.0,40330.0
1004,surf,34119.52,19470.0,40700.0
1004,surf,34876.22,19647.0,41070.0
1004,surf,35146.35,19824.0,41440.0
1004,surf,35630.12,20001.0,41810.0
1004,surf,35991.07,20178.0,42180.0
1004,surf,36348.83,20355.0,42550.0
1004,surf,37401.45,20532.0,42920.0
1004,surf,37401.45,20709.0,43290.0
1004,surf,37978.67,20886.0,43660.0
1004,surf,38011.75,21063.0,44030.0
1004,surf,38406.25,21240.0,44400.0
1004,surf,38571.19,21417.0,44770.0
1004,surf,38571.19,21594.0,45140.0
1004,surf,38813.85,21771.0,45510.0
1004,surf,38846.46,21948.0,45880.0
1004,surf,39205.909999999996,22125.0,46250.0
1004,surf,39318.97,22302.0,46620.0
1004,surf,39775.11,22479.0,46990.0
1004,surf,40011.35,22656.0,47360.0
1004,surf,40666.56,22833.0,47730.0
1004,surf,41261.78,23010.0,48100.0
1004,surf,41261.78,23187.0,48470.0
1004,surf,41625.22,23364.0,48840.0
1004,surf,42122.19,23541.0,49210.0
1004,surf,42650.02,23718.0,49580.0
1004,surf,43096.74,23895.0,49950.0
1004,surf,43453.84,24072.0,50320.0
1004,surf,43605.98,24249.0,50690.0
1004,surf,44094.62,24426.0,51060.0
1004,surf,44120.44,24603.0,51430.0
1004,surf,44229.52,24780.0,51800.0
1004,surf,44943.24,24957.0,52170.0
1004,surf,45517.28,25134.0,52540.0
1004,surf,46090.24,25311.0,52910.0
1004,surf,46507.42,25488.0,53280.0
1004,surf,46932.67,25665.0,53650.0
1004,surf,47157.42,25842.0,54020.0
1004,surf,47668.94,26019.0,54390.0
1004,surf,47668.94,26196.0,54760.0
1004,surf,48160.82,26373.0,55130.0
1004,surf,48457.94,26550.0,55500.0
1004,surf,48457.94,26727.0,55870.0
1004,surf,48823.37,26904.0,56240.0
1004,surf,49595.72,27081.0,56610.0
1004,surf,49916.59,27258.0,56980.0
1004,surf,50222.57,27435.0,57350.0
1004,surf,50810.99,27612.0,57720.0
1004,surf,51147.09,27789.0,58090.0
1004,surf,51147.75,27966.0,58460.0
1004,surf,51736.65,28143.0,58830.0
1004,surf,52034.1,28320.0,59200.0
1004,surf,52635.15,28497.0,59570.0
1004,surf,53030.52,28674.0,59940.0
1004,surf,53196.59,28851.0,60310.0
1004,surf,53882.12,29028.0,60680.0
1004,surf,53908.09,29205.0,61050.0
1004,surf,54019.7,29382.0,61420.0
1004,surf,54068.48,29559.0,61790.0
1004,surf,54787.89,29736.0,62160.0
1004,surf,55180.94,29913.0,62530.0
1004,surf,55194.9,30090.0,62900.0
1004,surf,55472.98,30267.0,63270.0
1004,surf,55931.69,30444.0,63640.0
1004,surf,56003.96,30621.0,64010.0
1004,surf,56465.29,30798.0,64380.0
1004,surf,57254.03,30975.0,64750.0
1004,surf,57517.79,31152.0,65120.0
1004,surf,57771.0,31329.0,65490.0
1004,surf,58264.4,31506.0,65860.0
1004,surf,58383.07,31683.0,66230.0
1004,surf,58735.68,31860.0,66600.0
1004,surf,59111.83,32037.0,66970.0
1004,surf,59874.8,32214.0,67340.0
1004,surf,60126.78,32391.0,67710.0
1004,surf,60582.92,32568.0,68080.0
1004,surf,60582.92,32745.0,68450.0
1004,surf,60711.62,32922.0,68820.0
1004,surf,61147.61,33099.0,69190.0
1004,surf,61810.11,33276.0,69560.0
1004,surf,62244.67,33453.0,69930.0
1004,surf,62820.68,33630.0,70300.0
1004,surf,63185.1,33807.0,70670.0
1004,surf,63317.77,33984.0,71040.0
1004,surf,63317.77,34161.0,71410.0
1004,surf,63814.76,34338.0,71780.0
1004,surf,64127.96,34515.0,72150.0
1004,surf,64144.5,34692.0,72520.0
1004,surf,64749.1,34869.0,72890.0
1004,surf,65455.04,35046.0,73260.0
1004,surf,65743.36,35223.0,73630.0
1004,surf,66447.1,35400.0,74000.0
1004,surf,66976.76,35577.0,74370.0
1004,surf,67308.78,35754.0,74740.0
1004,surf,68078.29,35931.0,75110.0
1004,surf,68516.61,36108.0,75480.0
1004,surf,68836.09,36285.0,75850.0
1004,surf,69164.16,36462.0,76220.0
1004,surf,69218.98,36639.0,76590.0
1004,surf,69656.81,36816.0,76960.0
1004,surf,69781.81,36993.0,77330.0
1004,surf,70059.05,37170.0,77700.0
1004,surf,70684.77,37347.0,78070.0
1004,surf,71105.26,37524.0,78440.0
1004,surf,71288.67,37701.0,78810.0
1004,surf,71757.24,37878.0,79180.0
1004,surf,71792.56,38055.0,79550.0
1004,surf,72056.92,38232.0,79920.0
1004,surf,72279.95,38409.0,80290.0
1004,surf,72609.56,38586.0,80660.0
1004,surf,73292.53,38763.0,81030.0
1004,surf,73871.21,38940.0,81400.0
1004,surf,74156.96,39117.0,81770.0
1004,surf,74985.45,39294.0,82140.0
1004,surf,75634.92,39471.0,82510.0
1004,surf,76415.71,39648.0,82880.0
1004,surf,76807.63,39825.0,83250.0
1004,surf,77628.55,40002.0,83620.0
1004,surf,77768.09,40179.0,83990.0
1004,surf,78435.49,40356.0,84360.0
1004,surf,78943.58,40533.0,84730.0
1004,surf,79619.66,40710.0,85100.0
1004,surf,79718.39,40887.0,85470.0
1004,surf,79763.31,41064.0,85840.0
1004,surf,80163.06999999999,41241.0,86210.0
1004,surf,80163.06999999999,41418.0,86580.0
1004,surf,80383.94,41595.0,86950.0
1004,surf,80854.3,41772.0,87320.0
1004,surf,81704.83,41949.0,87690.0
1004,surf,81845.52,42126.0,88060.0
1004,surf,82580.31,42303.0,88430.0
1004,surf,83149.6,42480.0,88800.0
1004,surf,83174.84,42657.0,89170.0
1004,surf,83842.65,42834.0,89540.0
