user_id,plan,session_date,mb_used,total_minutes,total_messages_used
1001,surf,2018-10-08,782.36,261.0,1.0
1001,surf,2018-10-08,759.57,261.0,1.0
1001,surf,2018-10-08,228.29,261.0,1.0
1001,surf,2018-10-09,1067.99,261.0,3.0
1001,surf,2018-10-09,25.41,261.0,3.0
1001,surf,2018-10-09,703.4,261.0,3.0
1001,surf,2018-10-10,709.95,261.0,1.0
1001,surf,2018-10-11,409.07,261.0,4.0
1001,surf,2018-10-12,778.01,261.0,4.0
1001,surf,2018-10-13,0.0,261.0,2.0
1001,surf,2018-10-13,734.39,261.0,2.0
1001,surf,2018-10-14,310.43,261.0,3.0
1001,surf,2018-10-14,489.12,261.0,3.0
1001,surf,2018-10-16,0.0,261.0,1.0
1001,surf,2018-10-17,0.0,261.0,1.0
1001,surf,2018-10-17,976.69,261.0,1.0
1001,surf,2018-10-18,534.65,261.0,3.0
1001,surf,2018-10-18,41.7,261.0,3.0
1001,surf,2018-10-19,248.02,261.0,5.0
1001,surf,2018-10-19,1123.93,261.0,5.0
1001,surf,2018-10-19,83.7,261.0,5.0
1001,surf,2018-10-21,596.08,261.0,1.0
1001,surf,2018-10-21,0.0,261.0,1.0
1001,surf,2018-10-22,692.92,261.0,0.0
1001,surf,2018-10-22,564.67,261.0,0.0
1001,surf,2018-10-22,523.81,261.0,0.0
1001,surf,2018-10-22,604.6,261.0,0.0
1001,surf,2018-10-22,76.71,261.0,0.0
1001,surf,2018-10-23,483.49,261.0,1.0
1001,surf,2018-10-23,155.43,261.0,1.0
1001,surf,2018-10-23,234.08,261.0,1.0
1001,surf,2018-10-24,644.89,261.0,0.0
1001,surf,2018-10-24,494.7,261.0,0.0
1001,surf,2018-10-26,744.51,261.0,4.0
1001,surf,2018-10-26,112.57,261.0,4.0
1001,surf,2018-10-27,45.03,261.0,1.0
1001,surf,2018-10-28,501.53,261.0,1.0
1001,surf,2018-10-28,0.0,261.0,1.0
1001,surf,2018-10-31,0.0,261.0,2.0
1001,surf,2018-10-31,372.12,261.0,2.0
1001,surf,2018-10-31,319.32,261.0,2.0
1001,surf,2018-10-31,282.41,261.0,2.0
1001,surf,2018-11-01,56.27,261.0,0.0
1001,surf,2018-11-01,342.59,261.0,0.0
1001,surf,2018-11-02,0.0,261.0,0.0
1001,surf,2018-11-03,417.45,261.0,3.0
1001,surf,2018-11-04,16.97,261.0,0.0
1001,surf,2018-11-05,0.0,261.0,2.0
1001,surf,2018-11-05,571.63,261.0,2.0
1001,surf,2018-11-06,451.41,261.0,0.0
1001,surf,2018-11-06,502.51,261.0,0.0
1001,surf,2018-11-07,315.59,261.0,1.0
1001,surf,2018-11-09,1049.78,261.0,0.0
1001,surf,2018-11-09,339.89,261.0,0.0
1001,surf,2018-11-09,314.88,261.0,0.0
1001,surf,2018-11-10,418.75,261.0,4.0
1001,surf,2018-11-10,598.66,261.0,4.0
1001,surf,2018-11-10,89.57,261.0,4.0
1001,surf,2018-11-11,438.76,261.0,1.0
1001,surf,2018-11-11,180.0,261.0,1.0
1001,surf,2018-11-11,407.55,261.0,1.0
1001,surf,2018-11-12,425.85,261.0,0.0
1001,surf,2018-11-12,101.15,261.0,0.0
1001,surf,2018-11-14,334.23,261.0,2.0
1001,surf,2018-11-14,259.69,261.0,2.0
1001,surf,2018-11-14,430.43,261.0,2.0
1001,surf,2018-11-15,172.14,261.0,4.0
1001,surf,2018-11-16,196.94,261.0,0.0
1001,surf,2018-11-16,563.83,261.0,0.0
1001,surf,2018-11-17,409.19,261.0,1.0
1001,surf,2018-11-17,112.45,261.0,1.0
1001,surf,2018-11-18,523.9,261.0,1.0
1001,surf,2018-11-19,377.89,261.0,1.0
1001,surf,2018-11-19,599.89,261.0,1.0
1001,surf,2018-11-20,550.25,261.0,0.0
1001,surf,2018-11-21,92.86,261.0,0.0
1001,surf,2018-11-21,416.1,261.0,0.0
1001,surf,2018-11-21,351.81,261.0,0.0
1001,surf,2018-11-22,404.96,261.0,1.0
1001,surf,2018-11-23,756.93,261.0,0.0
1001,surf,2018-11-24,402.83,261.0,1.0
1001,surf,2018-11-24,186.8,261.0,1.0
1001,surf,2018-11-25,288.27,261.0,3.0
1001,surf,2018-11-25,0.0,261.0,3.0
1001,surf,2018-11-26,548.88,261.0,1.0
1001,surf,2018-11-26,542.02,261.0,1.0
1001,surf,2018-11-27,135.18,261.0,1.0
1001,surf,2018-11-27,618.84,261.0,1.0
1001,surf,2018-11-28,121.3,261.0,2.0
1001,surf,2018-11-28,255.14,261.0,2.0
1001,surf,2018-11-28,782.11,261.0,2.0
1001,surf,2018-11-29,596.61,261.0,0.0
1001,surf,2018-11-30,433.57,261.0,1.0
1001,surf,2018-12-02,468.54,261.0,1.0
1001,surf,2018-12-02,55.48,261.0,1.0
1001,surf,2018-12-03,474.35,261.0,1.0
1001,surf,2018-12-03,144.94,261.0,1.0
1001,surf,2018-12-03,0.0,261.0,1.0
1001,surf,2018-12-03,161.81,261.0,1.0
1001,surf,2018-12-04,428.13,261.0,1.0
1001,surf,2018-12-04,695.82,261.0,1.0
1001,surf,2018-12-05,502.69,261.0,3.0
1001,surf,2018-12-05,236.96,261.0,3.0
1001,surf,2018-12-07,317.01,261.0,1.0
1001,surf,2018-12-08,352.31,261.0,1.0
1001,surf,2018-12-08,276.47,261.0,1.0
1001,surf,2018-12-08,127.92,261.0,1.0
1001,surf,2018-12-09,656.04,261.0,0.0
1001,surf,2018-12-09,456.16,261.0,0.0
1001,surf,2018-12-09,450.76,261.0,0.0
1001,surf,2018-12-10,14.03,261.0,4.0
1001,surf,2018-12-10,0.0,261.0,4.0
1001,surf,2018-12-11,0.0,261.0,1.0
1001,surf,2018-12-12,398.5,261.0,0.0
1001,surf,2018-12-12,1142.25,261.0,0.0
1001,surf,2018-12-12,235.5,261.0,0.0
1001,surf,2018-12-13,761.92,261.0,1.0
1001,surf,2018-12-13,149.17,261.0,1.0
1001,surf,2018-12-13,408.97,261.0,1.0
1001,surf,2018-12-14,0.0,261.0,2.0
1001,surf,2018-12-14,130.36,261.0,2.0
1001,surf,2018-12-14,152.95,261.0,2.0
1001,surf,2018-12-15,395.04,261.0,2.0
1001,surf,2018-12-15,30.46,261.0,2.0
1001,surf,2018-12-16,624.34,261.0,1.0
1001,surf,2018-12-17,106.54,261.0,3.0
1001,surf,2018-12-18,1119.44,261.0,1.0
1001,surf,2018-12-20,273.02,261.0,3.0
1001,surf,2018-12-20,376.1,261.0,3.0
1001,surf,2018-12-21,167.42,261.0,1.0
1001,surf,2018-12-21,330.22,261.0,1.0
1001,surf,2018-12-21,822.06,261.0,1.0
1001,surf,2018-12-23,440.45,261.0,1.0
1001,surf,2018-12-23,0.0,261.0,1.0
1001,surf,2018-12-24,0.0,261.0,0.0
1001,surf,2018-12-24,51.38,261.0,0.0
1001,surf,2018-12-25,629.16,261.0,4.0
1001,surf,2018-12-26,694.5,261.0,2.0
1001,surf,2018-12-26,150.67,261.0,2.0
1001,surf,2018-12-27,157.2,261.0,1.0
1001,surf,2018-12-27,632.84,261.0,1.0
1001,surf,2018-12-27,227.76,261.0,1.0
1001,surf,2018-12-27,158.71,261.0,1.0
1001,surf,2018-12-27,118.17,261.0,1.0
1001,surf,2018-12-28,149.43,261.0,1.0
1001,surf,2018-12-28,417.5,261.0,1.0
1001,surf,2018-12-29,261.88,261.0,0.0
1001,surf,2018-12-29,295.16,261.0,0.0
1001,surf,2018-12-29,0.0,261.0,0.0
1001,surf,2018-12-29,534.38,261.0,0.0
1001,surf,2018-12-29,538.07,261.0,0.0
1001,surf,2018-12-30,19.9,261.0,5.0
1001,surf,2018-12-31,448.34,261.0,0.0
1002,surf,2018-10-22,686.01,113.0,2.0
1002,surf,2018-10-22,939.47,113.0,2.0
1002,surf,2018-10-22,295.5,113.0,2.0
1002,surf,2018-10-23,0.0,113.0,2.0
1002,surf,2018-10-23,668.82,113.0,2.0
1002,surf,2018-10-23,0.0,113.0,2.0
1002,surf,2018-10-23,0.0,113.0,2.0
1002,surf,2018-10-24,391.97,113.0,1.0
1002,surf,2018-10-24,455.07,113.0,1.0
1002,surf,2018-10-25,330.79,113.0,2.0
1002,surf,2018-10-25,645.83,113.0,2.0
1002,surf,2018-10-25,193.73,113.0,2.0
1002,surf,2018-10-26,674.92,113.0,3.0
1002,surf,2018-10-26,0.0,113.0,3.0
1002,surf,2018-10-27,185.18,113.0,0.0
1002,surf,2018-10-28,29.66,113.0,2.0
1002,surf,2018-10-29,518.2,113.0,0.0
1002,surf,2018-10-30,0.0,113.0,2.0
1002,surf,2018-10-30,519.42,113.0,2.0
1002,surf,2018-10-31,0.0,113.0,1.0
1002,surf,2018-10-31,17.44,113.0,1.0
1002,surf,2018-11-03,146.28,113.0,3.0
1002,surf,2018-11-04,520.93,113.0,1.0
1002,surf,2018-11-04,324.99,113.0,1.0
1002,surf,2018-11-04,121.14,113.0,1.0
1002,surf,2018-11-04,479.86,113.0,1.0
1002,surf,2018-11-04,680.93,113.0,1.0
1002,surf,2018-11-05,0.0,113.0,3.0
1002,surf,2018-11-05,357.76,113.0,3.0
1002,surf,2018-11-06,341.73,113.0,0.0
1002,surf,2018-11-06,438.27,113.0,0.0
1002,surf,2018-11-06,481.76,113.0,0.0
1002,surf,2018-11-07,420.18,113.0,0.0
1002,surf,2018-11-07,0.0,113.0,0.0
1002,surf,2018-11-08,662.95,113.0,2.0
1002,surf,2018-11-09,0.0,113.0,2.0
1002,surf,2018-11-10,484.52,113.0,2.0
1002,surf,2018-11-10,368.29,113.0,2.0
1002,surf,2018-11-12,0.0,113.0,1.0
1002,surf,2018-11-13,451.19,113.0,0.0
1002,surf,2018-11-15,379.47,113.0,1.0
1002,surf,2018-11-15,428.34,113.0,1.0
1002,surf,2018-11-16,938.15,113.0,1.0
1002,surf,2018-11-17,0.0,113.0,3.0
1002,surf,2018-11-17,758.46,113.0,3.0
1002,surf,2018-11-18,64.63,113.0,1.0
1002,surf,2018-11-18,459.71,113.0,1.0
1002,surf,2018-11-18,258.14,113.0,1.0
1002,surf,2018-11-19,236.73,113.0,1.0
1002,surf,2018-11-20,989.91,113.0,0.0
1002,surf,2018-11-20,0.0,113.0,0.0
1002,surf,2018-11-20,339.58,113.0,0.0
1002,surf,2018-11-21,355.75,113.0,1.0
1002,surf,2018-11-21,487.77,113.0,1.0
1002,surf,2018-11-21,71.21,113.0,1.0
1002,surf,2018-11-22,0.0,113.0,1.0
1002,surf,2018-11-22,670.11,113.0,1.0
1002,surf,2018-11-23,336.55,113.0,1.0
1002,surf,2018-11-23,276.94,113.0,1.0
1002,surf,2018-11-23,683.71,113.0,1.0
1002,surf,2018-11-25,403.56,113.0,1.0
1002,surf,2018-11-27,1081.69,113.0,1.0
1002,surf,2018-11-27,495.82,113.0,1.0
1002,surf,2018-11-27,0.0,113.0,1.0
1002,surf,2018-11-27,214.38,113.0,1.0
1002,surf,2018-11-27,447.57,113.0,1.0
1002,surf,2018-11-28,599.29,113.0,0.0
1002,surf,2018-11-28,289.23,113.0,0.0
1002,surf,2018-11-29,148.72,113.0,1.0
1002,surf,2018-11-29,303.57,113.0,1.0
1002,surf,2018-11-29,103.67,113.0,1.0
1002,surf,2018-11-30,602.82,113.0,0.0
1002,surf,2018-11-30,638.82,113.0,0.0
1002,surf,2018-12-02,39.18,113.0,0.0
1002,surf,2018-12-02,0.0,113.0,0.0
1002,surf,2018-12-02,404.86,113.0,0.0
1002,surf,2018-12-02,393.61,113.0,0.0
1002,surf,2018-12-03,404.03,113.0,1.0
1002,surf,2018-12-03,250.65,113.0,1.0
1002,surf,2018-12-04,354.06,113.0,1.0
1002,surf,2018-12-04,385.82,113.0,1.0
1002,surf,2018-12-04,383.31,113.0,1.0
1002,surf,2018-12-04,0.0,113.0,1.0
1002,surf,2018-12-05,427.3,113.0,1.0
1002,surf,2018-12-05,202.92,113.0,1.0
1002,surf,2018-12-06,0.0,113.0,1.0
1002,surf,2018-12-06,109.41,113.0,1.0
1002,surf,2018-12-07,284.04,113.0,2.0
1002,surf,2018-12-07,305.77,113.0,2.0
1002,surf,2018-12-07,0.0,113.0,2.0
1002,surf,2018-12-08,0.0,113.0,0.0
1002,surf,2018-12-09,35.91,113.0,2.0
1002,surf,2018-12-10,0.0,113.0,1.0
1002,surf,2018-12-10,0.0,113.0,1.0
1002,surf,2018-12-13,0.0,113.0,2.0
1002,surf,2018-12-14,77.82,113.0,1.0
1002,surf,2018-12-14,440.69,113.0,1.0
1002,surf,2018-12-14,759.11,113.0,1.0
1002,surf,2018-12-15,0.0,113.0,2.0
1002,surf,2018-12-15,475.07,113.0,2.0
1002,surf,2018-12-16,286.44,113.0,1.0
1002,surf,2018-12-17,413.67,113.0,4.0
1002,surf,2018-12-18,295.35,113.0,3.0
1002,surf,2018-12-18,421.01,113.0,3.0
1002,surf,2018-12-18,131.94,113.0,3.0
1002,surf,2018-12-18,40.08,113.0,3.0
1002,surf,2018-12-18,0.0,113.0,3.0
1002,surf,2018-12-19,369.6,113.0,0.0
1002,surf,2018-12-20,388.33,113.0,0.0
1002,surf,2018-12-20,838.7,113.0,0.0
1002,surf,2018-12-20,769.06,113.0,0.0
1002,surf,2018-12-20,46.15,113.0,0.0
1002,surf,2018-12-23,809.65,113.0,2.0
1002,surf,2018-12-24,681.36,113.0,2.0
1002,surf,2018-12-24,196.59,113.0,2.0
1002,surf,2018-12-26,491.99,113.0,2.0
1002,surf,2018-12-26,0.0,113.0,2.0
1002,surf,2018-12-26,551.08,113.0,2.0
1002,surf,2018-12-27,0.0,113.0,0.0
1002,surf,2018-12-27,0.0,113.0,0.0
1002,surf,2018-12-29,0.0,113.0,1.0
1002,surf,2018-12-29,849.56,113.0,1.0
1002,surf,2018-12-30,743.31,113.0,0.0
1002,surf,2018-12-31,338.81,113.0,3.0
1003,surf,2018-12-17,744.16,149.0,4.0
1003,surf,2018-12-17,103.85,149.0,4.0
1003,surf,2018-12-18,69.67,149.0,4.0
1003,surf,2018-12-18,854.15,149.0,4.0
1003,surf,2018-12-18,391.18,149.0,4.0
1003,surf,2018-12-18,937.01,149.0,4.0
1003,surf,2018-12-18,815.49,149.0,4.0
1003,surf,2018-12-19,477.9,149.0,6.0
1003,surf,2018-12-20,397.87,149.0,1.0
1003,surf,2018-12-20,393.45,149.0,1.0
1003,surf,2018-12-20,711.87,149.0,1.0
1003,surf,2018-12-21,470.86,149.0,4.0
1003,surf,2018-12-21,375.99,149.0,4.0
1003,surf,2018-12-21,796.35,149.0,4.0
1003,surf,2018-12-21,694.68,149.0,4.0
1003,surf,2018-12-22,223.18,149.0,1.0
1003,surf,2018-12-22,0.0,149.0,1.0
1003,surf,2018-12-22,470.54,149.0,1.0
1003,surf,2018-12-22,350.99,149.0,1.0
1003,surf,2018-12-22,388.75,149.0,1.0
1003,surf,2018-12-22,308.42,149.0,1.0
1003,surf,2018-12-22,606.47,149.0,1.0
1003,surf,2018-12-23,287.0,149.0,4.0
1003,surf,2018-12-23,393.68,149.0,4.0
1003,surf,2018-12-23,1220.86,149.0,4.0
1003,surf,2018-12-23,298.29,149.0,4.0
1003,surf,2018-12-24,208.56,149.0,7.0
1003,surf,2018-12-24,1222.45,149.0,7.0
1003,surf,2018-12-24,593.05,149.0,7.0
1003,surf,2018-12-25,369.52,149.0,2.0
1003,surf,2018-12-25,543.7,149.0,2.0
1003,surf,2018-12-26,887.7,149.0,2.0
1003,surf,2018-12-26,222.22,149.0,2.0
1003,surf,2018-12-26,404.45,149.0,2.0
1003,surf,2018-12-27,576.2,149.0,3.0
1003,surf,2018-12-28,306.72,149.0,7.0
1003,surf,2018-12-28,356.3,149.0,7.0
1003,surf,2018-12-28,41.13,149.0,7.0
1003,surf,2018-12-28,558.75,149.0,7.0
1003,surf,2018-12-28,570.6,149.0,7.0
1003,surf,2018-12-28,312.11,149.0,7.0
1003,surf,2018-12-28,529.43,149.0,7.0
1003,surf,2018-12-28,956.82,149.0,7.0
1003,surf,2018-12-28,665.26,149.0,7.0
1003,surf,2018-12-29,699.34,149.0,3.0
1003,surf,2018-12-29,985.03,149.0,3.0
1003,surf,2018-12-29,262.71,149.0,3.0
1003,surf,2018-12-30,239.52,149.0,0.0
1003,surf,2018-12-30,524.63,149.0,0.0
1003,surf,2018-12-30,889.09,149.0,0.0
1003,surf,2018-12-31,638.26,149.0,2.0
1003,surf,2018-12-31,697.93,149.0,2.0
1004,surf,2018-05-24,744.08,370.0,1.0
1004,surf,2018-05-25,298.53,370.0,1.0
1004,surf,2018-05-25,543.76,370.0,1.0
1004,surf,2018-05-26,681.21,370.0,0.0
1004,surf,2018-05-26,551.42,370.0,0.0
1004,surf,2018-05-27,0.0,370.0,3.0
1004,surf,2018-05-27,554.16,370.0,3.0
1004,surf,2018-05-27,562.7,370.0,3.0
1004,surf,2018-05-27,201.65,370.0,3.0
1004,surf,2018-05-28,39.79,370.0,1.0
1004,surf,2018-05-29,0.0,370.0,0.0
1004,surf,2018-05-29,456.88,370.0,0.0
1004,surf,2018-05-29,503.22,370.0,0.0
1004,surf,2018-05-30,0.0,370.0,0.0
1004,surf,2018-05-30,794.31,370.0,0.0
1004,surf,2018-05-31,335.65,370.0,1.0
1004,surf,2018-05-31,279.85,370.0,1.0
1004,surf,2018-06-01,435.57,370.0,0.0
1004,surf,2018-06-02,261.33,370.0,1.0
1004,surf,2018-06-02,0.0,370.0,1.0
1004,surf,2018-06-04,9.19,370.0,1.0
1004,surf,2018-06-04,346.07,370.0,1.0
1004,surf,2018-06-04,670.54,370.0,1.0
1004,surf,2018-06-04,0.0,370.0,1.0
1004,surf,2018-06-04,0.0,370.0,1.0
1004,surf,2018-06-04,223.05,370.0,1.0
1004,surf,2018-06-05,56.68,370.0,1.0
1004,surf,2018-06-05,396.76,370.0,1.0
1004,surf,2018-06-06,63.63,370.0,3.0
1004,surf,2018-06-07,0.0,370.0,0.0
1004,surf,2018-06-07,749.61,370.0,0.0
1004,surf,2018-06-08,278.56,370.0,0.0
1004,surf,2018-06-08,212.64,370.0,0.0
1004,surf,2018-06-08,411.51,370.0,0.0
1004,surf,2018-06-08,0.0,370.0,0.0
1004,surf,2018-06-08,324.03,370.0,0.0
1004,surf,2018-06-09,334.13,370.0,1.0
1004,surf,2018-06-09,614.57,370.0,1.0
1004,surf,2018-06-09,429.26,370.0,1.0
1004,surf,2018-06-10,0.0,370.0,2.0
1004,surf,2018-06-10,166.61,370.0,2.0
1004,surf,2018-06-10,669.5,370.0,2.0
1004,surf,2018-06-11,89.89,370.0,0.0
1004,surf,2018-06-11,241.61,370.0,0.0
1004,surf,2018-06-12,242.95,370.0,0.0
1004,surf,2018-06-12,251.74,370.0,0.0
1004,surf,2018-06-13,627.3,370.0,0.0
1004,surf,2018-06-13,0.0,370.0,0.0
1004,surf,2018-06-13,509.88,370.0,0.0
1004,surf,2018-06-14,19.51,370.0,2.0
1004,surf,2018-06-14,167.34,370.0,2.0
1004,surf,2018-06-14,1002.9,370.0,2.0
1004,surf,2018-06-14,703.13,370.0,2.0
1004,surf,2018-06-14,151.72,370.0,2.0
1004,surf,2018-06-15,442.24,370.0,1.0
1004,surf,2018-06-15,270.01,370.0,1.0
1004,surf,2018-06-15,408.88,370.0,1.0
1004,surf,2018-06-16,533.39,370.0,0.0
1004,surf,2018-06-16,315.43,370.0,0.0
1004,surf,2018-06-16,0.0,370.0,0.0
1004,surf,2018-06-17,563.3,370.0,1.0
1004,surf,2018-06-17,917.58,370.0,1.0
1004,surf,2018-06-18,228.84,370.0,0.0
1004,surf,2018-06-18,40.85,370.0,0.0
1004,surf,2018-06-19,0.0,370.0,0.0
1004,surf,2018-06-19,68.77,370.0,0.0
1004,surf,2018-06-19,466.79,370.0,0.0
1004,surf,2018-06-19,378.78,370.0,0.0
1004,surf,2018-06-19,241.01,370.0,0.0
1004,surf,2018-06-20,281.19,370.0,0.0
1004,surf,2018-06-20,437.17,370.0,0.0
1004,surf,2018-06-20,178.35,370.0,0.0
1004,surf,2018-06-21,365.7,370.0,1.0
1004,surf,2018-06-22,419.42,370.0,0.0
1004,surf,2018-06-22,294.85,370.0,0.0
1004,surf,2018-06-22,0.0,370.0,0.0
1004,surf,2018-06-25,476.17,370.0,0.0
1004,surf,2018-06-26,257.65,370.0,0.0
1004,surf,2018-06-26,0.0,370.0,0.0
1004,surf,2018-06-27,158.17,370.0,0.0
1004,surf,2018-06-27,96.53,370.0,0.0
1004,surf,2018-06-27,785.28,370.0,0.0
1004,surf,2018-06-27,0.0,370.0,0.0
1004,surf,2018-06-29,0.0,370.0,0.0
1004,surf,2018-06-29,584.94,370.0,0.0
1004,surf,2018-06-29,0.0,370.0,0.0
1004,surf,2018-06-29,325.54,370.0,0.0
1004,surf,2018-06-30,175.36,370.0,0.0
1004,surf,2018-06-30,299.42,370.0,0.0
1004,surf,2018-06-30,0.0,370.0,0.0
1004,surf,2018-07-02,158.18,370.0,0.0
1004,surf,2018-07-03,169.79,370.0,0.0
1004,surf,2018-07-03,417.22,370.0,0.0
1004,surf,2018-07-03,485.78,370.0,0.0
1004,surf,2018-07-03,0.0,370.0,0.0
1004,surf,2018-07-03,0.0,370.0,0.0
1004,surf,2018-07-04,315.27,370.0,0.0
1004,surf,2018-07-04,0.0,370.0,0.0
1004,surf,2018-07-04,870.84,370.0,0.0
1004,surf,2018-07-04,519.41,370.0,0.0
1004,surf,2018-07-04,290.92,370.0,0.0
1004,surf,2018-07-05,125.03,370.0,1.0
1004,surf,2018-07-06,295.94,370.0,1.0
1004,surf,2018-07-07,510.85,370.0,3.0
1004,surf,2018-07-07,372.27,370.0,3.0
1004,surf,2018-07-07,749.05,370.0,3.0
1004,surf,2018-07-07,651.44,370.0,3.0
1004,surf,2018-07-09,388.09,370.0,0.0
1004,surf,2018-07-09,579.41,370.0,0.0
1004,surf,2018-07-09,0.0,370.0,0.0
1004,surf,2018-07-10,756.7,370.0,2.0
1004,surf,2018-07-11,270.13,370.0,0.0
1004,surf,2018-07-11,483.77,370.0,0.0
1004,surf,2018-07-12,360.95,370.0,1.0
1004,surf,2018-07-13,357.76,370.0,0.0
1004,surf,2018-07-13,1052.62,370.0,0.0
1004,surf,2018-07-14,0.0,370.0,1.0
1004,surf,2018-07-14,577.22,370.0,1.0
1004,surf,2018-07-16,33.08,370.0,3.0
1004,surf,2018-07-16,394.5,370.0,3.0
1004,surf,2018-07-16,164.94,370.0,3.0
1004,surf,2018-07-16,0.0,370.0,3.0
1004,surf,2018-07-16,242.66,370.0,3.0
1004,surf,2018-07-17,32.61,370.0,1.0
1004,surf,2018-07-17,359.45,370.0,1.0
1004,surf,2018-07-18,113.06,370.0,0.0
1004,surf,2018-07-18,456.14,370.0,0.0
1004,surf,2018-07-18,236.24,370.0,0.0
1004,surf,2018-07-18,655.21,370.0,0.0
1004,surf,2018-07-19,595.22,370.0,1.0
